index_seg,ugr
1004,3.0000000000000004
10403,5.0
10448,5.0
10452,2.9999999999999996
10505,3.0000000000000004
11288,4.0
11289,4.0
11485,3.0000000000000004
11960,3.0000000000000004
12265,4.0
12567,2.0
12568,2.0
12849,3.0000000000000004
12898,3.2
2177,3.0000000000000004
2254,3.0000000000000004
254,3.0000000000000004
255,3.0
256,3.0
257,3.0000000000000004
2652,1.0
2671,1.0
2672,1.0
2674,4.0
2676,4.0
3149,3.0000000000000004
330,3.0
331,3.0
3385,3.0
3387,3.0
3388,3.0
3389,3.0000000000000004
362,3.0000000000000004
3946,4.0
3947,4.0
4012,2.0
4014,3.0
4271,3.0
4430,3.0000000000000004
4431,3.0000000000000004
4432,4.0
4480,4.0
4481,2.545454545454545
4789,2.9999999999999996
4811,3.0000000000000004
4874,2.0
4998,3.0000000000000004
513,3.0000000000000004
5207,4.0
5208,4.0
5209,5.0
5210,5.0
5287,5.0
5288,3.0
5367,2.0
5452,4.0
5669,4.0
5670,4.0
5671,4.0
5673,2.0
574,3.0
5748,3.0000000000000004
5749,3.0000000000000004
578,3.0
579,3.0
6000,1.9230769230769234
613,3.0000000000000004
6214,1.0
6216,2.0
6217,2.0
651,2.9999999999999996
652,4.0
658,3.0000000000000004
659,2.0
664,4.0
675,3.0000000000000004
676,3.0
677,3.0
6939,3.0
6940,3.0
6941,3.0
6942,4.0
6943,4.0
7011,4.0
7016,5.0
726,2.9999999999999996
7317,4.500000000000001
7318,4.5
7573,3.0000000000000004
7727,4.0
808,3.0000000000000004
809,2.0
8258,4.0
8259,5.0
8260,5.0
8288,4.0
8289,4.0
8310,5.0
8311,5.0
8345,4.0
8346,4.0
8952,2.9999999999999996
8953,4.0
9299,2.0
9300,2.0
969,1.0
97,3.0
970,1.5454545454545452
971,2.0
972,2.0
973,4.0
974,4.0
975,2.0
9750,4.0
98,3.0
9822,1.0
9855,3.0
9859,2.0
9860,2.0
9882,1.0
