index_seg,ugr
1001,2.0
1002,2.0
1003,2.3636363636363633
1004,2.733333333333334
101,2.611111111111111
10393,4.0
10394,3.6363636363636362
10403,4.0
10448,4.157894736842105
10449,5.0
10452,2.9999999999999996
10505,3.0000000000000004
10595,2.857142857142857
11287,4.0
11288,4.0
11289,4.0
11484,2.5
11485,3.0
11960,2.8000000000000003
1204,4.0
12047,1.5
12064,4.0
12065,3.0
12261,4.0
12263,4.0
12264,4.0
12265,4.0
12567,2.0
12568,2.0
1261,2.5
1278,4.0
128,4.0
12849,3.0000000000000004
12898,3.9
134,3.0
13449,5.0
136,3.4999999999999996
137,3.5
140,4.0
1531,3.6666666666666665
1532,3.666666666666667
1533,3.0
181,4.0
182,3.2857142857142856
183,3.0000000000000004
2254,3.0
2260,4.0
251,3.0
252,1.0
253,3.0000000000000004
254,3.0000000000000004
255,3.0
256,3.0
257,3.0000000000000004
258,3.0000000000000004
2635,2.0
2636,2.0
2641,2.666666666666667
2650,2.0
2652,1.0
2653,2.0
2671,2.0
2672,2.0
2674,3.0000000000000004
2675,2.0
2685,2.2222222222222223
269,4.0
2733,2.25
3149,2.5555555555555554
3150,3.0000000000000004
329,2.0
330,2.0
331,3.0
332,3.0
3380,3.777777777777778
3381,3.0
3383,2.0
3387,2.9999999999999996
3388,3.461538461538462
3389,3.0000000000000004
362,4.0
3717,2.0
3719,3.0
3945,4.0
3946,3.0
3947,4.0
4012,1.5714285714285714
4014,2.333333333333333
4272,3.0
4273,3.0
4385,4.0
4387,3.0000000000000004
4418,4.0
4419,4.0
4429,2.9999999999999996
4430,3.0000000000000004
4431,3.0000000000000004
4432,4.0
4481,3.333333333333333
4569,4.3999999999999995
4570,5.0
4737,2.0
4789,3.6111111111111116
4790,4.0
4811,3.0000000000000004
4812,3.1818181818181817
4871,4.0
4872,4.0
4874,2.0
4998,2.5
513,3.0000000000000004
5207,4.0
5208,4.0
5209,4.6
5210,4.0
5284,4.0
5285,4.0
5286,4.0
5287,2.9999999999999996
5288,3.4999999999999996
5340,3.0
5367,2.766666666666666
5452,4.0
5457,4.0
5501,1.0
5616,4.0
5617,4.0
5669,4.0
5670,4.0
5671,4.0
5673,3.3333333333333335
574,3.0
5748,3.0000000000000004
5749,3.333333333333333
5750,3.272727272727272
5751,3.0
5756,2.5
5757,4.0
5758,4.0
5759,2.9999999999999996
578,2.0
579,4.0
580,4.0
581,4.0
582,4.0
5821,2.0
583,4.5
6000,1.9473684210526316
6001,2.0
613,3.5
616,2.9999999999999996
617,3.0000000000000004
6215,3.0000000000000004
6216,3.0000000000000004
6217,4.0
6218,4.0
6330,3.0000000000000004
6331,3.0000000000000004
6332,2.9999999999999996
6333,4.0
6340,3.0000000000000004
648,2.5999999999999996
649,2.0
651,2.5
652,4.0
659,2.0
663,3.0
664,3.888888888888889
665,4.0
666,4.0
672,2.0
673,2.0
675,2.0
676,2.0
677,3.066666666666667
681,2.727272727272727
682,2.0
683,2.0
6939,3.153846153846154
6940,3.0
6941,3.0000000000000004
6942,3.571428571428571
6943,4.0
6944,4.0
6945,3.6
7010,3.4999999999999996
7011,4.0
7016,5.0
725,3.0000000000000004
726,2.75
7313,3.0000000000000004
7316,2.5
7317,4.2727272727272725
7318,4.5
7320,5.0
7321,5.0
7322,4.181818181818181
737,3.0
7573,3.0000000000000004
7593,3.0
7594,2.909090909090909
7646,2.0
7647,2.545454545454545
771,3.0000000000000004
7726,3.0000000000000004
7727,3.888888888888889
7728,3.0000000000000004
7729,3.0
776,4.0
7769,3.0
777,4.0
7773,4.0
7774,3.777777777777778
7775,3.0
778,4.0
779,4.0
7878,2.6470588235294117
7879,3.352941176470588
7880,3.3124999999999996
7881,2.5833333333333335
7882,3.0
7883,3.0
808,3.0
809,2.6363636363636362
8226,4.0
8258,4.0
8259,5.0
8260,3.2
8288,4.0
8289,4.0
8290,4.0
8310,3.5882352941176467
8311,5.0
8346,3.0000000000000004
8347,3.0
8348,4.0
8458,3.6363636363636362
893,2.2941176470588234
894,3.0
8952,2.9999999999999996
8953,3.0
8955,3.0000000000000004
9297,1.0
9298,1.0
9299,2.0
9300,1.7272727272727273
9301,1.0
9306,1.3636363636363635
9307,2.0
9474,3.0000000000000004
9603,1.5
9605,2.9999999999999996
9606,3.0000000000000004
968,3.0
969,3.0
97,3.333333333333333
970,2.5
971,2.5
972,3.0625
973,3.785714285714286
974,3.5
975,2.2
9750,4.0
9751,3.0
976,2.7727272727272725
9768,3.3333333333333335
977,2.5
98,3.0
9855,3.5
9856,4.0
9858,3.25
9859,2.9
9860,3.3571428571428577
9861,4.300000000000001
9873,3.0000000000000004
9874,3.333333333333333
9875,3.3333333333333335
9882,1.0
