index_seg,ugr
1004,2.0
101,2.0
10394,3.0000000000000004
10403,3.0
10448,3.0000000000000004
10595,1.0
11484,1.0
11485,3.0000000000000004
11960,2.0
12261,4.0
12263,4.0
12264,4.0
1261,3.0
12849,3.0000000000000004
12898,4.0
134,3.0
13449,5.0
1533,3.0
180,3.0
181,3.0000000000000004
2254,3.0000000000000004
2635,2.0
2650,2.0
2653,2.0
2656,2.9999999999999996
2657,3.0
2658,3.0
2671,5.0
2672,5.0
2676,4.0
2685,2.285714285714286
2733,3.0
3149,2.5
3380,4.0
3385,3.0
3387,3.0
3388,3.0000000000000004
3717,2.0
4012,2.0
4014,2.0
4385,4.0
4430,3.0000000000000004
4431,3.0000000000000004
4481,4.0
4569,3.0
4737,2.0
4789,3.3636363636363633
4790,4.0
513,3.0000000000000004
5203,3.0000000000000004
5210,4.0
5288,4.0
5457,4.0
5501,1.0
5673,4.0
5749,4.0
5750,4.0
5755,4.0
5756,3.0
578,3.0
579,3.0
580,4.0
582,4.0
583,4.0
613,3.0000000000000004
6332,2.9999999999999996
648,3.0
649,2.0
663,3.0
664,3.0000000000000004
675,3.0000000000000004
676,3.0
677,3.0
681,1.0
6939,3.0
6940,3.0
6941,3.0
6945,4.0
7010,3.454545454545454
7727,4.0
776,4.0
777,4.0
7773,4.0
778,4.0
779,4.0
7878,3.0
808,3.0
809,2.0
8348,4.0
9299,2.0
9306,1.0
9605,2.9999999999999996
9606,3.0000000000000004
975,3.0000000000000004
9751,3.0
976,2.5
9768,3.0
977,2.5
9857,3.0
9858,3.0
9859,2.3636363636363633
9860,2.0
9861,4.0
9874,3.0
9875,3.0
9882,1.0
