,index_seg,art,outdoors and recreation,retail shop,professional service,food,nightlife spot,residence,schools&university,cycling facilities,transportation,total
9681,12749,0,0,1,3,0,0,0,0,3,5,12
9682,12750,0,1,2,13,3,0,0,1,5,6,31
9683,12751,0,0,0,1,0,0,0,0,1,1,3
9684,12752,0,0,0,0,0,0,0,0,0,1,1
9685,12753,0,0,2,8,0,1,0,0,5,4,20
9686,12754,0,0,1,0,1,0,0,0,1,1,4
9687,12755,0,0,0,0,0,0,0,0,1,1,2
9688,12756,0,0,0,0,1,0,0,0,0,1,2
9689,12757,0,0,0,0,0,0,0,0,1,2,3
9690,12758,0,0,0,1,0,0,0,0,1,1,3
9691,12759,0,1,1,4,0,0,0,1,0,0,7
9692,12760,0,1,1,7,0,0,0,0,0,0,9
9693,12761,0,0,0,7,0,0,0,0,0,1,8
9694,12762,0,0,0,7,0,0,0,0,0,1,8
9695,12763,0,0,0,2,3,0,0,1,3,5,14
9696,12764,0,0,2,0,4,0,0,0,1,2,9
9697,12765,0,0,1,0,2,0,0,0,1,1,5
9698,12766,0,1,2,4,2,0,0,1,1,1,12
9699,12767,0,0,1,7,2,0,0,1,0,3,14
9700,12768,1,0,0,0,2,0,0,1,0,2,6
9701,12769,0,0,0,0,0,2,0,0,1,0,3
9702,12770,1,0,0,1,0,0,0,0,1,0,3
9703,12771,1,0,0,1,0,0,0,0,1,0,3
9704,12772,2,1,2,1,1,0,0,0,1,1,9
9705,12773,0,0,1,0,2,2,0,0,0,1,6
9706,12774,0,1,1,2,0,2,0,2,1,1,10
9707,12775,0,1,0,0,0,0,0,1,0,0,2
9708,12776,0,1,1,0,2,1,0,1,0,0,6
9709,12777,0,0,1,0,2,1,0,0,0,0,4
9710,12778,0,0,1,0,2,1,0,0,0,0,4
9711,12779,0,0,0,0,0,1,0,0,0,0,1
9712,12780,0,1,0,0,0,0,0,0,2,1,4
9713,12781,0,1,1,0,0,1,0,0,2,1,6
9714,12782,0,1,0,1,0,1,0,1,1,1,6
9715,12783,0,3,1,0,0,1,0,0,2,1,8
9716,12784,0,1,0,0,0,1,0,0,0,1,3
9717,12785,1,0,0,0,0,1,0,0,0,0,2
9718,12786,1,0,0,0,0,1,0,0,0,1,3
9719,12787,1,0,0,0,0,1,0,0,0,0,2
9720,12788,0,2,1,2,0,1,0,2,2,1,11
9721,12789,0,1,0,0,0,0,0,1,3,1,6
9722,12790,1,1,0,0,0,0,0,3,2,0,7
9723,12791,0,0,0,0,0,0,1,0,1,0,2
9724,12792,1,0,0,1,0,0,1,0,1,0,4
9725,12793,0,0,0,0,0,1,0,0,0,0,1
9726,12794,0,1,2,0,1,1,0,0,11,3,19
9727,12795,0,1,2,0,1,0,0,0,11,3,18
9728,12796,0,0,2,2,0,0,0,0,2,0,6
9729,12797,0,0,3,1,0,0,0,0,2,0,6
9730,12798,0,1,2,2,0,0,0,0,2,0,7
9731,12799,2,0,3,0,0,0,0,0,0,0,5
9732,12800,0,0,4,1,0,0,0,1,2,0,8
9733,12801,1,0,3,0,2,0,0,0,5,5,16
9734,12802,0,0,0,0,0,0,0,0,1,2,3
9735,12803,0,2,0,0,1,0,0,0,1,1,5
9736,12804,0,0,1,0,0,0,0,0,0,0,1
9737,12805,2,0,4,1,0,0,0,0,1,2,10
9738,12806,1,1,3,2,3,0,1,0,2,4,17
9739,12807,1,1,5,1,1,0,0,0,0,2,11
9740,12808,0,1,2,0,1,1,0,0,0,1,6
9741,12809,0,1,3,0,1,2,1,0,9,3,20
9742,12810,0,0,5,2,0,1,0,0,0,2,10
9743,12811,0,2,1,0,1,0,0,0,0,1,5
9744,12812,0,1,2,0,0,1,1,0,0,2,7
9745,12813,0,3,0,0,0,0,0,0,2,0,5
9746,12814,0,3,2,0,1,3,1,0,10,3,23
9747,12815,1,9,0,0,3,0,2,1,1,3,20
9748,12816,0,4,2,0,0,0,2,0,1,1,10
9749,12817,0,1,2,0,0,0,0,0,1,1,5
9750,12818,0,2,2,0,0,0,0,0,1,1,6
9751,12819,0,1,2,0,0,0,0,2,1,1,7
9752,12820,0,0,0,0,0,0,0,0,0,1,1
9753,12821,0,2,0,1,0,0,0,1,1,0,5
9754,12822,0,1,0,0,0,1,0,0,0,1,3
9755,12823,0,2,0,0,0,0,0,0,0,1,3
9756,12824,0,2,0,0,2,0,0,0,1,0,5
9757,12825,0,2,0,0,0,0,0,0,0,0,2
9758,12826,0,2,1,0,2,0,0,0,0,1,6
9759,12827,0,0,1,3,1,0,0,0,1,0,6
9760,12828,0,0,1,0,0,0,0,0,0,1,2
9761,12829,0,0,2,0,1,0,0,0,1,0,4
9762,12830,0,0,1,0,0,0,0,0,0,0,1
9763,12831,0,0,1,0,0,0,0,0,0,0,1
9764,12832,0,2,0,0,0,0,0,0,0,0,2
9765,12833,0,1,0,0,0,0,0,0,0,1,2
9766,12834,0,1,0,0,0,0,0,0,0,0,1
9767,12835,0,1,1,1,1,0,0,0,1,1,6
9768,12836,0,1,0,1,0,0,1,0,2,2,7
9769,12838,0,0,0,0,1,0,0,0,0,1,2
9770,12839,0,1,0,0,0,0,0,0,0,0,1
9771,12844,0,0,0,0,0,0,0,0,0,3,3
9772,12845,1,0,0,4,2,0,0,1,0,1,9
9773,12846,0,0,0,1,0,1,0,2,0,0,4
9774,12847,0,0,0,0,0,0,0,0,1,1,2
9775,12848,0,0,0,0,0,0,0,0,1,1,2
9776,12849,0,0,0,2,0,1,0,0,1,1,5
9777,12850,0,0,1,0,2,0,0,0,1,1,5
9778,12851,0,0,0,0,1,1,0,2,0,2,6
9779,12852,0,0,0,0,0,1,0,0,1,3,5
9780,12853,0,1,0,0,1,1,0,0,1,1,5
9781,12854,0,1,1,4,1,0,0,0,0,0,7
9782,12855,0,0,0,1,1,1,0,0,0,0,3
9783,12856,0,0,1,0,0,0,0,2,0,0,3
9784,12857,1,0,0,0,1,0,0,1,0,0,3
9785,12858,0,0,0,4,0,0,0,1,0,0,5
9786,12859,0,0,0,0,1,0,0,0,1,2,4
9787,12860,0,0,0,0,1,0,0,0,1,1,3
9788,12861,0,0,0,0,0,0,0,1,1,2,4
9789,12862,0,0,0,0,2,0,0,0,0,1,3
9790,12863,0,0,0,0,1,0,0,0,0,1,2
9791,12864,0,0,0,0,0,0,0,0,1,2,3
9792,12865,0,1,0,0,2,0,0,0,0,1,4
9793,12866,0,2,0,0,2,0,0,0,1,2,7
9794,12867,0,1,0,0,2,0,0,1,0,1,5
9795,12868,0,0,0,0,0,0,0,0,1,1,2
9796,12869,0,0,0,0,0,0,0,0,1,1,2
9797,12870,0,0,0,0,2,0,0,0,3,2,7
9798,12871,0,0,0,0,0,1,1,0,1,0,3
9799,12872,0,1,1,0,2,1,2,0,0,1,8
9800,12873,0,2,0,0,0,0,0,0,0,1,3
9801,12874,0,0,0,1,1,1,0,0,0,2,5
9802,12875,0,1,0,1,1,1,0,1,0,2,7
9803,12876,0,1,0,1,1,0,0,1,0,2,6
9804,12877,0,0,0,0,0,1,0,0,0,0,1
9805,12878,1,0,0,0,0,1,0,0,0,0,2
9806,12879,0,1,0,0,1,0,1,0,2,0,5
9807,12880,0,3,0,0,1,3,0,0,3,0,10
9808,12881,0,2,0,0,0,0,1,0,2,1,6
9809,12882,0,2,0,0,0,2,0,0,0,1,5
9810,12883,0,0,2,0,0,1,0,0,1,3,7
9811,12884,0,0,0,0,1,0,0,0,0,0,1
9812,12885,0,0,0,0,1,0,0,0,0,0,1
9813,12886,0,0,3,0,1,0,0,0,1,3,8
9814,12887,0,2,0,0,0,1,0,0,1,0,4
9815,12888,0,1,0,0,0,1,0,0,0,0,2
9816,12889,0,1,2,0,0,0,0,0,1,0,4
9817,12890,0,0,0,0,1,1,0,0,0,0,2
9818,12891,1,0,1,0,1,0,0,0,1,1,5
9819,12892,0,1,1,0,0,0,0,0,1,0,3
9820,12893,0,2,3,0,3,3,0,0,1,0,12
9821,12894,0,0,1,0,0,0,0,0,1,0,2
9822,12895,0,1,1,0,1,0,0,0,1,0,4
9823,12896,0,0,1,0,0,0,0,2,1,1,5
9824,12897,0,0,0,0,1,1,0,3,1,1,7
9825,12899,0,2,0,0,0,0,0,0,0,0,2
9826,12900,0,5,0,1,0,0,2,0,1,1,10
9827,12901,0,0,0,1,0,0,0,0,0,0,1
9828,12902,0,2,1,0,2,0,0,1,0,0,6
9829,12905,0,0,1,1,0,0,0,0,0,1,3
9830,12906,0,0,0,1,0,0,0,0,0,0,1
9831,12907,0,0,1,0,1,0,0,0,0,2,4
9832,12908,1,1,0,0,1,0,0,2,1,1,7
9833,12909,0,2,1,0,3,0,0,1,0,0,7
9834,12910,0,0,0,0,1,1,0,0,0,0,2
9835,12911,1,1,0,0,0,3,1,3,1,1,11
9836,12912,2,2,1,1,0,0,0,2,1,2,11
9837,12913,0,3,2,0,0,0,0,0,1,3,9
9838,12914,1,1,0,0,0,0,0,0,0,1,3
9839,12915,1,2,0,0,0,0,0,0,0,2,5
9840,12916,0,1,7,2,6,2,0,0,6,6,30
9841,12917,0,0,0,1,0,0,0,0,1,1,3
9842,12918,1,0,0,2,0,0,0,0,1,1,5
9843,12919,0,0,0,0,0,0,0,0,0,1,1
9844,12920,0,0,0,0,1,0,0,0,0,1,2
9845,12921,0,0,1,0,0,0,0,0,0,2,3
9846,12923,0,2,1,1,1,0,0,0,0,0,5
9847,12924,0,2,0,2,0,1,0,0,5,0,10
9848,12925,0,3,0,1,0,0,0,0,7,0,11
9849,12926,2,0,0,1,1,0,0,0,4,1,9
9850,12927,0,6,0,1,0,0,1,0,9,1,18
9851,12928,0,0,0,2,0,0,0,0,0,0,2
9852,12929,0,0,0,0,0,0,0,0,0,0,0
9853,12930,0,5,1,0,0,1,0,0,7,2,16
9854,12934,0,1,0,1,0,0,0,0,3,0,5
9855,12935,0,1,2,0,3,0,0,1,10,11,28
9856,12936,1,0,0,3,2,0,0,0,10,12,28
9857,12937,0,2,0,0,1,0,0,0,0,0,3
9858,12938,0,2,0,0,0,0,0,0,0,0,2
9859,12939,0,3,0,1,0,0,0,0,0,0,4
9860,12940,0,1,0,1,0,0,0,1,0,0,3
9861,12941,0,1,0,1,0,0,0,1,1,0,4
9862,12943,0,2,0,0,0,1,0,0,0,0,3
9863,12945,0,0,0,1,0,0,0,0,0,0,1
9864,12947,1,1,1,0,2,0,0,0,4,4,13
9865,12948,1,1,1,0,0,0,0,0,2,3,8
9866,12949,0,0,0,0,0,0,0,0,1,2,3
9867,12950,0,0,0,0,0,0,0,1,0,1,2
9868,12951,0,1,0,0,1,0,0,1,1,1,5
9869,12952,0,0,0,0,0,0,0,0,1,1,2
9870,12953,1,1,4,1,0,0,0,0,3,3,13
9871,12954,1,1,0,0,0,0,1,0,2,3,8
9872,12955,0,1,0,0,0,0,0,0,1,0,2
9873,12956,0,1,0,0,0,0,0,0,1,1,3
9874,12957,0,1,0,0,0,0,0,0,1,0,2
9875,12958,0,1,0,0,2,1,0,0,1,1,6
9876,12959,0,0,0,0,0,0,0,0,1,0,1
9877,12960,0,0,0,0,0,0,0,0,1,0,1
9878,12961,0,0,1,1,0,0,0,0,2,0,4
9879,12962,0,0,3,3,1,0,0,0,2,0,9
9880,12963,0,0,1,1,1,0,0,0,1,0,4
9881,12964,0,0,1,1,1,2,1,0,1,1,8
9882,12965,0,0,0,0,0,0,1,0,0,1,2
9883,12966,0,0,1,0,1,0,0,0,1,1,4
9884,12969,0,0,1,1,3,0,0,1,5,7,18
9885,12970,1,0,1,1,5,0,0,2,1,1,12
9886,12971,1,1,0,2,5,0,0,1,1,1,12
9887,12972,0,1,0,1,0,0,0,1,1,1,5
9888,12973,0,0,1,0,0,1,0,0,1,0,3
9889,12974,0,0,0,0,0,1,0,0,1,0,2
9890,12975,0,1,0,0,0,1,0,0,1,0,3
9891,12976,0,1,0,0,0,0,0,1,1,0,3
9892,12977,0,3,2,0,2,4,0,0,0,1,12
9893,12978,0,2,2,0,1,6,0,0,1,1,13
9894,12979,0,2,2,0,2,3,0,0,0,1,10
9895,12980,1,0,0,1,0,0,0,0,1,0,3
9896,12981,1,1,0,1,0,0,0,0,1,0,4
9897,12982,0,0,0,0,0,0,0,0,1,0,1
9898,12983,0,0,0,0,0,0,0,0,1,0,1
9899,12984,1,0,0,1,0,1,0,0,1,0,4
9900,12985,0,0,0,1,0,0,0,0,1,0,2
9901,12986,1,0,0,1,0,0,0,0,1,0,3
9902,12987,1,0,0,0,0,1,0,1,1,0,4
9903,12988,0,0,0,0,0,0,0,0,1,0,1
9904,12989,0,1,1,0,0,0,0,0,1,0,3
9905,12990,0,1,0,0,0,1,0,1,1,0,4
9906,12991,0,0,1,0,1,0,0,0,1,0,3
9907,12992,0,0,0,0,0,0,0,0,1,0,1
9908,12993,0,0,0,0,0,0,1,0,1,0,2
9909,12994,0,1,0,1,0,0,0,0,5,1,8
9910,12995,1,1,0,0,3,0,1,0,1,0,7
9911,12996,0,1,0,0,2,0,0,0,1,0,4
9912,12997,0,1,0,0,3,0,0,0,2,0,6
9913,12998,1,1,0,0,0,0,0,0,0,1,3
9914,12999,0,0,0,0,0,1,1,0,0,0,2
9915,13000,0,0,0,3,0,1,1,1,8,3,17
9916,13001,0,1,3,0,2,2,1,0,5,6,20
9917,13002,0,0,0,1,0,1,0,0,6,2,10
9918,13003,0,0,0,1,0,0,0,0,1,1,3
9919,13004,0,1,0,0,0,0,1,0,0,0,2
9920,13005,0,2,0,0,0,0,0,0,0,0,2
9921,13007,0,2,0,0,0,0,1,0,0,0,3
9922,13008,0,1,0,0,1,0,1,0,1,2,6
9923,13009,0,0,0,0,1,0,0,0,1,2,4
9924,13010,0,0,0,1,1,0,0,0,6,2,10
9925,13011,0,0,1,1,0,1,1,2,6,2,14
9926,13012,0,0,1,2,1,0,1,1,6,2,14
9927,13013,0,3,0,0,2,0,0,0,0,0,5
9928,13015,0,0,0,1,0,0,0,0,6,2,9
9929,13018,0,0,0,0,2,1,0,0,0,0,3
9930,13019,0,0,0,0,2,0,0,0,0,0,2
9931,13020,0,0,0,0,2,0,0,0,0,0,2
9932,13021,0,0,0,0,1,0,1,0,0,0,2
9933,13022,0,0,2,0,2,0,2,0,0,0,6
9934,13023,0,1,0,1,1,0,1,0,0,0,4
9935,13024,0,2,0,0,4,0,0,0,0,0,6
9936,13026,0,0,0,0,1,0,0,0,0,0,1
9937,13027,0,4,1,2,3,0,0,2,0,1,13
9938,13028,0,0,1,0,1,0,0,1,2,1,6
9939,13029,0,0,1,0,1,0,0,1,2,1,6
9940,13030,0,0,1,0,0,0,0,0,0,0,1
9941,13031,0,0,1,0,1,0,0,0,0,0,2
9942,13032,0,1,1,0,0,0,0,0,1,0,3
9943,13033,0,1,0,0,0,0,0,0,2,0,3
9944,13034,0,0,0,0,0,0,0,1,0,1,2
9945,13035,1,3,1,0,1,0,0,1,0,0,7
9946,13036,0,4,2,2,3,0,0,1,0,0,12
9947,13037,0,1,0,0,0,0,0,0,3,0,4
9948,13038,0,0,0,0,0,0,0,0,1,0,1
9949,13041,0,0,4,2,2,1,0,0,0,3,12
9950,13042,0,3,0,0,0,0,0,0,2,0,5
9951,13043,0,3,0,0,0,0,0,0,2,0,5
9952,13044,0,3,0,0,1,0,0,0,2,0,6
9953,13045,0,0,1,0,1,0,0,0,0,1,3
9954,13047,0,0,0,0,2,0,0,0,0,0,2
9955,13048,0,0,0,0,3,1,0,0,0,1,5
9956,13049,0,0,1,0,2,0,0,0,0,1,4
9957,13050,0,0,0,0,1,0,1,0,0,1,3
9958,13051,0,1,1,3,0,0,0,1,1,0,7
9959,13052,0,0,0,2,0,0,0,0,0,0,2
9960,13053,0,1,3,4,3,0,0,1,1,2,15
9961,13054,0,1,1,1,4,0,0,1,5,8,21
9962,13055,0,1,4,3,7,0,0,1,7,7,30
9963,13056,0,0,0,1,0,0,0,0,0,0,1
9964,13057,0,1,0,1,0,0,0,0,0,0,2
9965,13058,0,2,0,0,0,0,0,0,0,0,2
9966,13059,1,1,0,1,5,0,0,1,1,1,11
9967,13060,0,0,0,1,0,0,0,0,0,0,1
9968,13061,0,0,0,0,1,0,0,0,0,0,1
9969,13062,0,0,0,0,1,0,0,0,1,1,3
9970,13063,0,0,0,0,0,0,0,0,1,1,2
9971,13064,0,1,0,0,0,0,0,0,1,1,3
9972,13065,0,0,0,0,0,0,0,0,1,1,2
9973,13066,0,2,1,0,0,0,0,0,1,1,5
9974,13067,0,0,0,0,2,0,0,0,3,2,7
9975,13068,0,0,2,0,2,0,0,0,3,2,9
9976,13069,0,0,0,0,0,1,1,0,1,2,5
9977,13070,1,0,0,1,5,0,0,1,1,1,10
9978,13071,0,0,1,4,1,0,0,0,6,4,16
9979,13072,0,0,1,3,0,0,0,0,6,3,13
9980,13073,0,1,1,3,0,0,0,0,6,3,14
9981,13074,0,0,1,2,0,0,0,0,6,3,12
9982,13075,0,0,0,0,1,0,0,0,0,0,1
9983,13076,0,0,0,1,2,0,0,0,0,1,4
9984,13077,0,0,2,0,2,0,0,0,0,1,5
9985,13078,0,0,0,0,0,0,0,0,1,1,2
9986,13079,0,2,0,2,0,1,0,0,1,0,6
9987,13080,0,0,0,0,0,0,0,0,1,0,1
9988,13081,0,1,2,0,2,1,0,0,1,0,7
9989,13082,0,0,0,0,1,0,0,0,0,1,2
9990,13083,0,0,0,0,1,0,0,0,1,1,3
9991,13084,0,1,0,0,0,0,0,0,1,0,2
9992,13086,0,0,0,0,0,0,0,0,1,0,1
9993,13087,0,0,2,0,2,0,0,0,0,2,6
9994,13088,0,0,1,0,3,2,0,0,0,1,7
9995,13089,1,1,0,1,1,0,0,0,0,1,5
9996,13090,0,0,2,0,0,0,0,0,0,1,3
9997,13092,0,0,0,0,0,0,0,0,1,1,2
9998,13093,0,1,0,0,1,1,0,0,1,1,5
9999,13094,0,1,0,1,0,0,0,0,0,0,2
10000,13095,0,0,1,0,2,2,0,0,0,0,5
10001,13096,0,0,2,0,3,1,0,0,0,0,6
10002,13097,0,1,1,1,1,0,0,0,0,0,4
10003,13098,0,1,0,0,0,0,0,0,0,0,1
10004,13099,0,1,0,0,1,0,0,0,0,1,3
10005,13100,0,0,2,0,1,0,0,0,0,2,5
10006,13101,0,0,1,0,2,0,0,0,0,1,4
10007,13102,0,0,1,0,2,0,0,0,0,1,4
10008,13103,0,0,0,0,1,0,0,0,0,1,2
10009,13104,0,0,0,0,0,0,0,0,1,1,2
10010,13105,0,0,1,0,0,0,0,0,0,1,2
10011,13106,1,1,0,1,0,0,0,0,0,0,3
10012,13107,1,2,0,1,1,0,0,0,0,1,6
10013,13108,2,2,1,2,1,1,0,0,1,0,10
10014,13109,0,1,0,1,0,0,0,0,0,0,2
10015,13110,0,3,10,1,6,2,0,0,4,2,28
10016,13111,0,1,2,0,1,0,0,0,1,1,6
10017,13112,0,0,1,0,3,2,0,0,0,0,6
10018,13113,1,0,0,2,0,0,0,0,0,0,3
10019,13114,0,1,0,0,0,0,0,0,3,6,10
10020,13115,0,0,0,0,0,1,0,0,0,0,1
10021,13116,0,1,1,0,0,0,0,0,0,0,2
10022,13117,2,1,1,0,0,0,0,1,0,0,5
10023,13118,3,3,0,0,3,0,0,1,1,1,12
10024,13119,2,4,2,0,3,0,0,2,0,0,13
10025,13120,2,1,0,0,0,1,0,1,0,0,5
10026,13121,0,1,0,0,0,0,1,0,0,0,2
10027,13122,0,1,3,2,0,0,2,0,0,1,9
10028,13123,0,1,1,0,0,0,0,0,3,5,10
10029,13124,0,0,0,0,0,0,0,0,0,1,1
10030,13125,1,1,1,0,0,0,2,0,0,1,6
10031,13126,1,1,3,0,0,0,2,0,5,8,20
10032,13127,0,0,3,2,0,0,1,0,3,6,15
10033,13128,0,0,2,0,0,0,1,0,3,5,11
10034,13130,0,0,0,0,1,0,0,0,0,0,1
10035,13131,0,0,1,1,0,0,0,0,0,1,3
10036,13132,0,0,0,0,0,0,0,0,3,5,8
10037,13133,0,1,3,0,4,3,0,0,7,7,25
10038,13134,0,1,2,1,1,1,0,0,0,3,9
10039,13135,0,1,0,0,0,1,0,0,0,1,3
10040,13136,0,0,1,1,1,0,0,1,2,1,7
10041,13137,0,0,0,1,0,0,0,0,1,0,2
10042,13138,0,1,0,0,0,1,0,0,0,1,3
10043,13139,0,0,1,1,0,0,0,0,1,5,8
10044,13140,0,1,4,3,2,0,0,0,4,8,22
10045,13141,0,0,2,1,1,0,0,0,1,5,10
10046,13142,0,0,1,0,2,1,0,0,1,5,10
10047,13143,0,0,0,0,0,0,0,0,1,0,1
10048,13144,0,0,1,0,0,0,0,0,0,0,1
10049,13145,0,0,1,1,0,0,0,0,1,5,8
10050,13146,0,3,2,1,0,0,0,0,5,5,16
10051,13147,0,0,1,0,1,1,0,0,2,5,10
10052,13148,0,0,1,0,3,1,0,0,1,5,11
10053,13150,0,0,2,1,1,0,0,0,0,3,7
10054,13151,0,1,1,0,0,0,0,0,0,0,2
10055,13153,0,0,0,0,1,0,0,0,0,0,1
10056,13154,0,1,1,0,0,0,0,0,0,0,2
10057,13155,0,1,1,2,1,0,0,0,3,3,11
10058,13156,0,1,1,3,0,0,0,0,3,3,11
10059,13157,0,0,7,5,10,0,0,1,10,6,39
10060,13158,0,0,0,0,1,0,0,0,0,0,1
10061,13159,0,0,0,1,1,0,0,0,0,1,3
10062,13161,0,1,6,3,10,0,1,0,1,0,22
10063,13162,0,1,9,5,17,2,1,0,1,0,36
10064,13163,1,1,3,9,3,1,1,0,8,3,30
10065,13164,0,2,10,0,9,2,0,0,2,0,25
10066,13165,0,1,7,2,5,2,0,0,2,0,19
10067,13166,0,1,9,3,10,2,0,0,3,0,28
10068,13167,0,0,3,0,4,2,0,0,1,0,10
10069,13168,0,0,2,0,1,0,0,0,1,0,4
10070,13169,0,0,2,0,1,0,0,0,1,0,4
10071,13170,0,0,0,1,1,0,0,0,0,0,2
10072,13171,0,1,5,3,3,0,0,0,1,1,14
10073,13172,0,1,8,3,7,0,0,0,2,0,21
10074,13173,0,0,3,0,3,2,0,0,1,0,9
10075,13175,0,0,2,0,1,0,0,0,1,0,4
10076,13176,0,1,5,1,3,0,0,0,2,0,12
10077,13177,0,0,0,6,1,0,0,0,3,3,13
10078,13178,2,2,1,2,3,0,0,0,3,3,16
10079,13179,0,0,0,0,2,0,0,0,1,0,3
10080,13180,0,1,0,0,0,0,0,1,2,0,4
10081,13181,0,0,3,1,0,0,0,0,0,1,5
10082,13182,0,0,3,1,1,0,0,0,0,1,6
10083,13183,0,0,1,1,2,0,0,0,0,1,5
10084,13184,0,0,1,1,1,0,0,0,0,1,4
10085,13186,0,0,1,1,0,0,0,0,0,1,3
10086,13187,0,0,1,0,0,0,0,0,1,0,2
10087,13188,0,0,1,0,0,0,0,0,0,1,2
10088,13189,0,0,0,0,0,0,0,0,1,0,1
10089,13192,0,0,1,0,1,0,0,0,0,2,4
10090,13193,0,0,1,2,0,0,0,1,1,2,7
10091,13194,0,0,0,1,0,0,0,1,1,1,4
10092,13195,0,0,0,0,2,0,0,0,0,2,4
10093,13196,0,0,1,0,3,0,0,0,0,2,6
10094,13197,0,0,0,0,0,0,0,1,0,1,2
10095,13198,0,0,0,0,1,0,0,1,0,2,4
10096,13199,0,0,0,1,3,0,0,4,1,1,10
10097,13200,0,0,1,3,4,0,0,4,1,2,15
10098,13201,0,0,2,1,0,0,0,3,0,2,8
10099,13202,0,0,0,1,3,0,0,5,1,1,11
10100,13203,0,0,0,1,0,0,0,3,1,1,6
10101,13204,0,0,1,0,0,0,0,0,0,1,2
10102,13205,0,0,1,0,1,0,0,0,0,2,4
10103,13206,0,0,3,0,4,0,0,0,0,3,10
10104,13207,0,0,0,1,0,0,0,0,1,7,9
10105,13208,2,1,0,2,1,0,2,0,3,8,19
10106,13209,1,1,0,2,0,0,1,0,0,0,5
10107,13210,0,0,0,0,0,1,1,0,1,0,3
10108,13211,0,2,0,0,0,1,1,1,6,0,11
10109,13212,0,2,0,1,0,0,0,2,1,1,7
10110,13213,0,0,0,2,0,1,0,2,2,1,8
10111,13214,0,2,0,2,0,2,1,1,8,1,17
10112,13215,0,0,0,0,0,0,1,0,2,0,3
10113,13216,0,0,0,0,0,2,2,2,1,1,8
10114,13217,1,1,0,0,0,1,0,0,2,4,9
10115,13218,0,0,0,0,0,0,0,0,2,4,6
10116,13219,0,1,1,0,0,0,0,1,1,1,5
10117,13220,1,0,0,0,2,1,0,0,0,0,4
10118,13221,0,0,0,0,3,1,0,0,0,0,4
10119,13222,0,0,0,0,2,0,0,0,0,0,2
10120,13223,0,4,0,0,0,1,0,1,3,0,9
10121,13224,0,2,1,0,0,0,0,0,1,2,6
10122,13225,0,0,0,0,0,1,0,0,1,1,3
10123,13226,4,11,1,1,0,0,0,1,2,1,21
10124,13227,0,3,0,0,0,0,0,0,1,1,5
10125,13228,0,1,0,0,0,0,0,0,1,1,3
10126,13229,0,3,0,0,0,0,0,0,1,1,5
10127,13230,0,2,0,0,0,0,1,0,3,1,7
10128,13231,0,0,0,0,0,0,0,0,1,1,2
10129,13232,0,1,1,0,0,0,0,0,4,4,10
10130,13236,0,0,1,1,1,0,0,0,0,0,3
10131,13237,0,1,1,0,2,0,0,0,0,0,4
10132,13238,0,1,2,0,1,1,0,0,0,0,5
10133,13239,0,0,4,1,2,0,0,0,0,3,10
10134,13240,0,0,1,1,0,0,0,0,0,0,2
10135,13241,0,2,1,0,0,0,0,0,4,0,7
10136,13242,1,5,2,2,3,0,0,1,3,0,17
10137,13243,0,2,2,0,1,0,0,1,4,1,11
10138,13244,0,0,0,0,1,0,1,0,0,2,4
10139,13245,0,0,0,0,1,0,0,0,0,2,3
10140,13246,0,0,0,0,2,0,0,0,0,0,2
10141,13247,0,0,0,0,0,1,1,0,0,1,3
10142,13249,0,0,0,0,1,0,0,0,0,1,2
10143,13250,0,0,1,0,0,0,0,0,0,0,1
10144,13251,0,2,1,0,0,0,0,0,4,0,7
10145,13252,1,2,0,0,0,0,0,0,3,0,6
10146,13253,1,1,2,0,1,0,0,0,4,0,9
10147,13254,1,2,0,0,3,1,0,0,2,0,9
10148,13255,0,0,0,0,0,0,0,0,1,0,1
10149,13256,0,1,3,0,1,0,0,0,7,0,12
10150,13257,0,1,2,0,1,0,0,0,4,0,8
10151,13258,0,0,1,0,0,0,0,0,3,0,4
10152,13259,0,0,0,0,0,0,0,0,2,0,2
10153,13260,0,0,0,0,0,0,0,0,2,0,2
10154,13261,0,0,1,3,0,1,1,0,1,1,8
10155,13262,0,0,2,0,3,0,0,0,0,2,7
10156,13263,0,0,0,0,0,0,0,0,1,0,1
10157,13264,0,0,0,0,0,0,0,0,2,0,2
10158,13265,0,0,1,0,0,0,1,0,1,2,5
10159,13266,0,0,2,0,0,0,0,0,2,0,4
10160,13267,1,1,0,0,0,0,0,0,1,0,3
10161,13268,1,1,2,0,0,0,0,0,1,0,5
10162,13269,0,0,2,0,0,0,0,0,2,0,4
10163,13270,0,1,1,0,0,0,0,0,1,0,3
10164,13271,0,0,1,0,0,0,0,0,1,0,2
10165,13272,0,0,2,2,0,0,0,0,2,0,6
10166,13273,0,1,0,0,0,1,0,0,1,0,3
10167,13274,0,0,0,0,0,1,0,0,1,0,2
10168,13275,0,1,1,1,2,0,0,0,1,0,6
10169,13276,0,0,0,0,2,0,0,0,1,0,3
10170,13277,0,0,0,0,2,0,0,0,1,0,3
10171,13278,0,0,0,0,0,0,0,0,0,0,0
10172,13279,0,0,1,1,1,0,0,0,1,0,4
10173,13280,0,0,1,3,0,0,0,0,1,1,6
10174,13281,1,0,0,0,1,0,0,0,1,0,3
10175,13282,0,0,2,0,1,0,0,0,2,0,5
10176,13283,0,0,1,1,1,0,0,0,1,0,4
10177,13284,0,0,0,2,0,0,0,0,1,1,4
10178,13285,0,0,0,0,0,0,0,0,1,1,2
