,index_seg,art,outdoors and recreation,retail shop,professional service,food,nightlife spot,residence,schools&university,cycling facilities,transportation,total
22315,29681,0,0,0,0,0,0,0,0,0,2,2
22316,29685,0,0,0,0,0,0,0,0,0,2,2
22317,29686,0,0,0,0,0,0,0,0,0,2,2
22318,29687,0,0,1,0,0,0,0,0,0,0,1
22319,29688,0,0,1,0,0,0,0,0,0,0,1
22320,29690,0,0,0,0,0,0,0,0,1,3,4
22321,29691,0,0,0,0,0,0,0,0,1,0,1
22322,29692,0,0,0,1,0,0,0,0,1,0,2
22323,29693,0,0,0,0,0,0,0,0,1,3,4
22324,29694,0,0,0,0,0,0,0,0,1,0,1
22325,29695,0,0,0,0,0,0,0,0,1,0,1
22326,29696,0,0,0,0,0,0,0,0,1,0,1
22327,29697,0,0,0,0,0,0,0,0,1,0,1
22328,29698,0,0,0,0,0,0,0,0,1,3,4
22329,29699,0,0,0,0,0,0,0,0,1,0,1
22330,29700,0,0,0,0,0,0,0,0,1,0,1
22331,29701,0,0,0,0,0,0,0,0,1,0,1
22332,29702,0,0,0,0,0,0,0,0,1,0,1
22333,29704,0,1,0,0,0,0,0,0,2,2,5
22334,29705,0,0,0,0,0,0,0,0,1,0,1
22335,29706,0,0,0,0,0,0,0,0,0,2,2
22336,29707,0,0,0,0,0,0,0,0,0,2,2
22337,29708,0,0,0,0,0,0,0,0,1,2,3
22338,29709,0,1,0,0,0,0,0,0,1,0,2
22339,29710,0,1,0,0,0,0,0,0,1,0,2
22340,29711,0,1,0,1,0,0,1,0,1,2,6
22341,29712,0,0,0,0,0,0,0,0,1,0,1
22342,29713,0,0,0,0,0,0,0,0,1,0,1
22343,29714,0,0,0,0,0,0,0,0,1,0,1
22344,29715,0,0,0,0,0,0,0,0,1,0,1
22345,29716,0,1,1,0,0,0,0,0,3,3,8
22346,29718,0,0,0,0,0,0,0,0,0,3,3
22347,29719,0,1,0,0,0,0,0,0,0,0,1
22348,29720,0,0,0,0,0,0,0,0,0,7,7
22349,29721,0,0,1,0,0,1,0,0,0,7,9
22350,29722,0,0,2,0,0,1,0,0,1,9,13
22351,29723,0,0,0,0,0,1,0,0,1,10,12
22352,29724,0,0,0,2,0,1,0,0,2,10,15
22353,29725,0,0,0,5,2,0,0,0,0,3,10
22354,29726,0,0,0,2,0,0,0,0,2,3,7
22355,29727,0,0,0,0,0,0,0,0,0,1,1
22356,29730,0,0,0,0,0,0,0,2,0,1,3
22357,29732,0,0,0,0,0,0,0,1,3,4,8
22358,29733,0,0,0,0,0,0,0,0,0,4,4
22359,29734,0,0,0,0,0,0,0,0,0,4,4
22360,29735,0,1,0,0,1,0,0,0,1,13,16
22361,29736,0,1,0,0,1,0,0,1,1,15,19
22362,29737,0,0,0,0,2,0,1,0,0,7,10
22363,29738,0,0,0,0,1,0,0,1,1,0,3
22364,29739,0,0,0,0,1,0,0,1,1,0,3
22365,29741,0,0,0,0,0,0,0,1,0,1,2
22366,29742,0,0,0,0,0,0,0,0,0,1,1
22367,29744,0,0,0,0,0,0,0,0,0,1,1
22368,29745,0,1,0,0,0,0,0,0,0,1,2
22369,29748,0,1,0,0,0,0,0,0,0,4,5
22370,29749,0,0,0,0,0,0,0,0,0,2,2
22371,29750,0,2,0,0,0,0,0,0,0,1,3
22372,29751,0,1,0,1,2,1,0,0,0,7,12
22373,29752,0,0,1,0,0,0,0,0,0,0,1
22374,29753,0,0,0,0,2,0,0,0,0,3,5
22375,29754,0,0,0,1,0,0,0,0,0,0,1
22376,29755,1,1,0,0,0,0,1,0,0,1,4
22377,29756,1,0,0,0,0,0,0,0,0,1,2
22378,29761,0,0,0,0,1,0,0,0,0,0,1
22379,29766,0,0,0,1,0,0,0,0,0,0,1
22380,29767,0,1,0,0,0,0,0,0,0,0,1
22381,29769,0,0,0,0,0,0,0,0,1,2,3
22382,29772,0,0,0,0,0,0,0,0,0,1,1
22383,29773,0,0,0,0,0,0,0,0,1,2,3
22384,29774,0,4,1,1,2,0,0,0,1,7,16
22385,29775,1,0,2,2,2,0,1,0,1,2,11
22386,29776,0,1,1,2,0,0,0,0,1,5,10
22387,29777,0,3,1,0,1,0,0,0,0,8,13
22388,29778,0,1,1,0,2,0,0,1,0,2,7
22389,29779,0,0,0,0,2,0,0,1,1,2,6
22390,29780,0,1,0,1,0,0,0,0,1,3,6
22391,29781,0,0,0,0,0,0,0,1,1,3,5
22392,29782,0,0,0,0,0,0,0,0,1,0,1
22393,29789,0,0,0,0,0,0,0,0,1,0,1
22394,29790,0,0,0,0,0,0,0,0,1,0,1
22395,29797,0,0,1,0,0,0,0,0,1,0,2
22396,29798,0,0,0,0,0,0,0,0,1,0,1
22397,29799,0,0,2,0,0,0,0,0,1,0,3
22398,29800,0,0,0,0,0,0,0,0,1,0,1
22399,29801,0,1,0,0,0,0,0,0,1,1,3
22400,29802,0,0,0,0,0,0,0,0,1,1,2
22401,29803,0,1,0,0,0,0,0,0,1,0,2
22402,29804,0,0,1,0,0,0,0,0,1,1,3
22403,29805,0,1,1,0,1,0,0,0,2,0,5
22404,29806,0,1,0,0,1,0,0,0,2,0,4
22405,29807,0,0,0,0,0,0,1,1,1,1,4
22406,29808,0,0,3,0,0,0,0,0,1,2,6
22407,29811,0,1,5,0,1,0,0,1,1,2,11
22408,29812,0,1,2,0,1,0,0,2,1,3,10
22409,29813,0,1,2,0,2,0,0,1,1,2,9
22410,29814,0,1,5,0,1,1,0,1,1,2,12
22411,29815,0,0,4,0,1,1,0,0,1,2,9
22412,29816,0,0,1,0,1,0,0,0,1,2,5
22413,29817,0,0,0,0,1,0,0,0,0,2,3
22414,29819,0,0,0,0,0,0,0,0,0,2,2
22415,29821,0,0,0,0,0,0,0,1,1,0,2
22416,29822,0,0,0,0,0,0,1,0,0,0,1
22417,29824,0,0,0,0,0,0,0,0,1,0,1
22418,29825,0,0,0,0,0,0,0,0,1,0,1
22419,29826,0,0,1,0,0,0,0,0,0,0,1
22420,29827,0,0,0,0,0,0,0,0,1,0,1
22421,29828,0,0,0,0,0,0,0,0,1,0,1
22422,29829,0,0,0,0,0,0,0,0,1,0,1
22423,29830,0,0,0,0,0,0,0,0,2,0,2
22424,29831,0,0,0,0,0,0,0,0,1,0,1
22425,29832,0,1,0,0,3,0,0,0,2,0,6
22426,29834,0,0,0,0,0,1,0,0,0,1,2
22427,29835,1,1,0,0,1,1,0,0,3,6,13
22428,29836,0,0,0,0,1,0,0,0,4,6,11
22429,29837,0,1,2,0,0,0,0,0,2,7,12
22430,29838,0,0,0,0,0,0,0,0,0,1,1
22431,29839,1,1,0,2,0,0,1,0,1,3,9
22432,29840,1,0,0,0,0,1,1,0,0,2,5
22433,29841,1,0,0,0,0,0,1,0,0,2,4
22434,29842,0,0,0,0,0,0,0,0,0,2,2
22435,29843,0,0,0,0,0,0,0,0,0,2,2
22436,29844,0,0,0,0,0,0,0,0,0,1,1
22437,29845,1,0,0,2,0,2,1,0,0,3,9
22438,29846,0,0,0,0,0,0,0,0,0,2,2
22439,29847,0,0,0,0,0,0,2,1,0,0,3
22440,29848,0,1,1,1,0,0,0,0,0,6,9
22441,29849,0,0,0,0,0,0,0,0,0,1,1
22442,29850,0,1,1,1,0,0,0,0,0,0,3
22443,29851,0,0,0,0,0,0,0,0,0,0,0
22444,29853,0,0,0,0,0,0,0,0,0,2,2
22445,29855,0,0,0,0,0,0,0,2,0,2,4
22446,29856,0,0,0,0,1,0,0,1,10,17,29
22447,29857,0,0,0,0,0,0,0,0,0,2,2
22448,29858,0,0,0,0,0,0,0,1,0,0,1
22449,29859,0,1,0,1,0,0,0,0,1,3,6
22450,29860,1,0,4,0,0,0,0,0,2,8,15
22451,29861,0,5,0,1,1,0,0,0,2,17,26
22452,29863,0,0,1,0,0,0,0,0,0,0,1
22453,29864,0,0,0,0,1,0,0,0,0,1,2
22454,29865,0,0,0,0,1,0,0,0,0,2,3
22455,29867,0,0,0,0,2,0,0,0,1,1,4
22456,29868,0,0,0,1,1,0,0,0,2,2,6
22457,29869,0,0,0,1,2,0,0,0,2,2,7
22458,29870,0,0,0,1,1,0,0,0,2,2,6
22459,29871,0,0,1,0,0,0,0,0,0,1,2
22460,29872,0,1,1,0,3,0,0,0,1,3,9
22461,29873,0,1,0,2,0,0,0,0,0,1,4
22462,29874,0,0,0,0,0,0,0,0,0,1,1
22463,29875,0,1,0,2,0,0,0,1,0,0,4
22464,29876,0,0,0,0,0,1,0,0,0,0,1
22465,29877,0,0,0,0,0,1,0,0,0,0,1
22466,29880,0,2,0,2,0,0,0,1,0,0,5
22467,29881,1,0,0,2,0,0,0,0,0,0,3
22468,29882,0,0,0,1,1,0,0,0,0,0,2
22469,29883,0,0,0,1,0,0,0,0,0,0,1
22470,29884,0,0,0,0,0,0,0,0,1,0,1
22471,29885,0,0,0,0,0,0,0,0,1,0,1
22472,29886,0,0,0,0,0,0,0,0,1,0,1
22473,29887,0,0,0,1,0,0,0,0,1,0,2
22474,29888,0,0,0,0,0,0,0,0,1,0,1
22475,29890,0,1,0,0,0,0,0,0,1,0,2
22476,29891,0,0,0,0,0,0,0,0,1,0,1
22477,29892,0,0,0,0,0,0,0,0,1,0,1
22478,29893,0,0,0,0,0,0,0,0,1,0,1
22479,29894,0,0,0,1,0,0,0,0,1,0,2
22480,29896,0,0,1,0,0,1,0,0,1,0,3
22481,29897,1,2,1,0,0,0,0,0,0,1,5
22482,29898,0,0,1,0,0,1,0,0,0,0,2
22483,29901,0,0,0,0,1,0,0,0,1,0,2
22484,29902,0,0,0,0,0,0,0,0,2,8,10
22485,29903,0,0,1,0,0,0,0,0,1,0,2
22486,29910,0,0,0,0,0,0,0,0,0,2,2
22487,29911,0,0,0,0,1,0,1,0,8,2,12
22488,29912,0,0,0,0,1,0,0,0,5,1,7
22489,29913,0,0,0,0,1,1,0,0,3,0,5
22490,29914,0,0,0,0,0,1,0,0,1,0,2
22491,29915,0,0,1,1,0,0,0,0,2,2,6
22492,29916,0,0,0,0,0,0,0,0,0,0,0
22493,29918,0,0,1,0,0,0,0,0,0,0,1
22494,29919,0,0,0,1,0,0,0,0,0,0,1
22495,29928,0,0,0,0,1,0,0,0,0,0,1
22496,29929,0,0,0,0,1,0,0,0,0,0,1
22497,29930,0,0,0,0,1,0,0,0,0,3,4
22498,29933,0,0,0,1,0,0,0,0,0,0,1
22499,29935,0,1,0,0,0,0,0,0,6,5,12
22500,29936,0,2,0,0,0,0,0,0,3,0,5
22501,29937,0,1,0,0,0,0,0,0,6,2,9
22502,29938,0,3,0,0,0,0,0,0,5,2,10
22503,29939,1,1,0,0,0,0,0,0,4,3,9
22504,29940,0,1,0,1,0,0,0,0,0,2,4
22505,29941,0,1,1,0,1,0,0,0,2,9,14
22506,29942,0,0,1,0,0,0,0,0,1,4,6
22507,29943,0,1,1,0,1,1,0,0,1,3,8
22508,29944,0,0,0,0,0,1,0,0,1,2,4
22509,29946,0,0,0,0,0,1,0,0,0,0,1
22510,29947,0,2,3,0,0,0,0,0,0,6,11
22511,29948,0,0,2,0,1,0,0,0,0,5,8
22512,29949,1,1,0,0,0,0,0,0,4,2,8
22513,29950,0,1,0,0,0,0,0,0,2,4,7
22514,29951,0,1,0,0,0,0,0,0,4,0,5
22515,29952,0,2,0,0,0,0,0,0,2,0,4
22516,29953,0,1,1,1,0,0,0,0,1,4,8
22517,29954,0,0,0,0,0,0,0,0,0,4,4
22518,29955,0,0,1,0,0,0,0,0,3,4,8
22519,29956,0,0,0,0,0,0,0,0,2,4,6
22520,29957,0,0,1,0,0,0,0,0,3,4,8
22521,29958,0,0,0,0,0,0,0,0,0,4,4
22522,29965,0,0,0,0,1,0,0,0,1,4,6
22523,29978,0,0,0,0,0,1,0,0,0,0,1
22524,29979,0,0,0,1,0,0,0,0,1,3,5
22525,29980,0,0,0,1,0,0,0,0,1,3,5
22526,29981,0,0,0,1,0,0,0,0,1,2,4
22527,29982,0,0,0,1,0,0,0,0,1,2,4
22528,29983,0,0,0,1,0,0,0,0,1,2,4
22529,29984,0,1,1,0,0,0,0,0,5,3,10
22530,29985,0,1,0,0,0,0,0,0,14,4,19
22531,29986,0,0,2,0,0,0,0,0,15,3,20
22532,29987,0,0,1,0,0,0,0,0,17,3,21
22533,29988,0,0,2,0,0,0,0,0,13,3,18
22534,29989,0,1,0,0,0,0,0,0,14,6,21
22535,29990,0,1,0,0,1,0,0,0,12,3,17
22536,29991,0,0,0,0,0,0,0,0,12,3,15
22537,29992,0,1,0,0,0,0,0,0,11,3,15
22538,29993,0,1,0,0,0,0,0,0,15,6,22
22539,29994,0,0,0,0,0,0,0,0,21,7,28
22540,29995,0,1,0,0,0,0,0,0,15,4,20
22541,29996,0,0,0,0,0,0,0,0,12,4,16
22542,29997,0,0,0,0,0,0,0,0,14,7,21
22543,29998,0,0,0,0,0,0,0,0,12,7,19
22544,29999,0,0,0,0,0,1,0,0,16,8,25
22545,30000,0,0,0,0,0,1,0,0,10,6,17
22546,30001,0,0,0,0,0,0,0,0,13,7,20
22547,30002,0,0,0,0,0,0,0,0,10,1,11
22548,30003,0,0,0,0,0,0,0,0,9,1,10
22549,30004,0,0,0,0,0,0,0,0,11,1,12
22550,30005,0,0,0,0,0,0,0,0,16,4,20
22551,30006,0,1,0,0,0,0,0,0,1,0,2
22552,30007,0,0,0,0,0,0,0,0,2,3,5
22553,30008,0,0,0,0,0,0,0,1,0,0,1
22554,30012,0,0,0,0,0,0,0,1,0,0,1
22555,30013,0,0,0,1,0,0,0,2,0,0,3
22556,30014,0,0,0,0,0,0,0,0,1,0,1
22557,30015,0,0,0,0,0,0,0,0,1,0,1
22558,30016,0,0,0,0,0,0,0,0,1,0,1
22559,30017,0,0,0,0,0,0,0,0,1,0,1
22560,30018,0,0,3,2,0,0,0,0,2,0,7
22561,30019,0,0,6,3,1,0,0,1,5,0,16
22562,30020,0,0,3,2,3,0,0,0,4,0,12
22563,30021,0,0,0,0,0,0,0,0,1,0,1
22564,30022,0,0,1,0,1,0,0,1,3,0,6
22565,30023,0,0,0,0,0,0,0,1,0,0,1
22566,30027,0,0,0,0,0,0,0,1,0,0,1
22567,30033,0,0,0,0,0,0,0,0,1,1,2
22568,30034,0,0,0,0,0,0,0,0,1,0,1
22569,30035,0,0,0,2,0,0,0,0,2,0,4
22570,30036,0,0,1,0,0,0,0,0,0,0,1
22571,30038,0,0,0,0,0,0,0,0,4,0,4
22572,30039,0,0,0,0,0,0,0,0,2,0,2
22573,30040,1,5,1,0,0,1,0,0,33,3,44
22574,30041,0,0,0,0,0,0,0,1,0,0,1
22575,30042,0,0,0,0,0,0,0,1,0,0,1
22576,30043,0,0,0,0,0,2,0,0,0,0,2
22577,30045,0,0,0,0,0,0,0,0,3,2,5
22578,30046,0,3,0,0,0,0,0,1,2,2,8
22579,30047,0,0,0,0,0,0,0,0,1,0,1
22580,30048,0,1,0,0,0,0,0,0,1,0,2
22581,30049,0,1,0,0,0,0,0,0,12,2,15
22582,30050,1,5,1,0,0,0,0,0,39,3,49
22583,30051,0,0,0,0,1,1,0,0,10,1,13
22584,30052,0,1,0,1,1,0,0,0,15,1,19
22585,30053,0,1,1,1,2,0,0,0,15,2,22
22586,30054,0,1,0,0,0,0,0,0,15,3,19
22587,30055,0,1,1,1,3,0,0,0,10,0,16
22588,30056,0,0,0,0,0,0,0,0,15,1,16
22589,30057,0,0,0,1,0,0,0,0,1,2,4
22590,30058,0,0,2,0,0,0,0,0,1,4,7
22591,30059,0,0,1,0,4,0,0,0,1,4,10
22592,30060,0,0,2,0,0,1,0,0,1,4,8
22593,30061,1,0,0,0,0,1,0,0,1,4,7
22594,30062,0,0,0,0,2,1,0,0,1,4,8
22595,30063,0,0,0,0,2,1,0,0,1,4,8
22596,30064,1,0,0,0,1,1,0,0,1,4,8
22597,30065,0,1,0,1,0,0,0,0,1,4,7
22598,30066,0,1,0,0,0,0,0,0,1,4,6
22599,30067,0,0,0,0,1,0,0,0,0,0,1
22600,30068,0,1,0,0,1,1,0,0,1,4,8
22601,30069,0,0,1,0,1,0,0,0,1,4,7
22602,30070,0,0,1,0,1,0,0,0,1,4,7
22603,30071,0,0,1,0,0,0,0,0,1,4,6
22604,30072,0,0,0,0,0,0,0,0,0,1,1
22605,30073,0,0,0,0,1,0,0,0,1,4,6
22606,30075,1,0,0,1,0,0,0,0,1,4,7
22607,30076,0,0,1,0,2,0,0,0,1,4,8
22608,30080,0,0,1,0,1,0,0,0,0,0,2
22609,30081,0,0,1,0,0,0,0,0,1,4,6
22610,30082,0,0,0,0,0,0,0,0,5,3,8
22611,30083,0,0,1,0,0,0,0,0,11,2,14
22612,30084,0,0,0,0,0,0,0,0,8,3,11
22613,30085,0,0,0,0,0,0,0,0,10,3,13
22614,30086,0,1,0,0,0,0,0,0,8,3,12
22615,30088,0,0,0,0,0,0,0,0,4,0,4
22616,30089,0,0,0,0,0,0,0,0,3,0,3
22617,30090,0,0,0,0,0,0,0,0,4,3,7
22618,30091,0,1,2,1,2,1,0,0,14,3,24
22619,30092,0,1,4,0,0,0,0,0,16,3,24
22620,30093,0,0,0,0,0,0,0,0,2,0,2
22621,30094,0,1,0,0,0,0,2,0,3,3,9
22622,30095,0,0,1,0,0,0,1,0,1,0,3
22623,30096,0,0,1,0,0,0,2,0,3,3,9
22624,30097,0,0,1,0,0,0,2,0,1,0,4
22625,30098,0,0,0,0,0,0,2,0,0,0,2
22626,30099,0,1,0,0,0,0,1,0,0,0,2
22627,30100,0,0,1,0,0,0,0,0,1,0,2
22628,30101,0,1,0,0,0,0,0,0,0,0,1
22629,30102,0,0,0,1,0,0,0,0,1,0,2
22630,30103,0,0,0,1,0,0,0,0,9,0,10
22631,30104,0,0,0,0,0,0,0,0,2,0,2
22632,30105,0,1,0,1,0,0,0,0,0,0,2
22633,30106,0,0,1,0,0,0,0,0,1,0,2
22634,30107,0,0,0,0,0,0,0,1,2,0,3
22635,30108,0,0,0,0,0,0,0,1,3,0,4
22636,30109,0,0,0,0,0,0,0,1,2,0,3
22637,30112,0,0,0,0,0,0,0,1,0,0,1
22638,30116,0,0,0,0,0,0,0,0,0,1,1
22639,30117,0,0,0,0,0,0,0,0,1,0,1
22640,30118,0,0,0,0,0,0,0,0,1,0,1
22641,30120,0,0,4,0,1,0,0,0,2,4,11
22642,30121,0,0,1,0,0,2,0,0,0,1,4
22643,30122,0,0,1,1,0,0,0,0,0,0,2
22644,30124,0,0,1,0,0,0,0,0,2,2,5
22645,30125,0,0,0,0,1,0,0,0,0,0,1
22646,30126,0,0,0,0,0,0,0,0,2,0,2
22647,30127,0,0,0,0,0,0,0,0,3,2,5
22648,30128,0,2,2,0,0,0,1,0,3,2,10
22649,30129,0,0,0,0,0,0,0,0,1,0,1
22650,30130,0,0,0,0,0,0,0,0,1,0,1
22651,30131,0,0,0,0,0,0,0,0,1,0,1
22652,30132,0,1,0,0,0,0,0,0,4,1,6
22653,30133,0,0,0,0,0,0,0,2,12,1,15
22654,30134,0,0,0,0,1,0,0,2,12,1,16
22655,30135,0,0,0,0,0,0,0,0,14,3,17
22656,30136,0,0,0,0,0,0,0,0,1,2,3
22657,30137,0,1,0,0,0,0,0,1,18,1,21
22658,30138,0,0,0,0,0,0,0,0,14,1,15
22659,30139,0,0,0,0,0,0,0,0,23,2,25
22660,30140,0,0,0,0,0,1,0,0,12,1,14
22661,30141,0,0,0,0,0,0,0,0,13,1,14
22662,30142,0,0,0,0,0,0,0,0,14,2,16
22663,30143,0,0,0,0,0,0,0,0,13,2,15
22664,30144,0,0,0,0,0,0,0,0,23,4,27
22665,30145,0,0,0,0,0,0,0,0,14,2,16
22666,30146,0,0,0,0,0,0,0,0,13,2,15
22667,30147,0,0,0,0,0,0,0,0,15,2,17
22668,30148,0,0,0,0,0,0,0,0,13,1,14
22669,30149,0,0,0,0,0,0,0,0,13,3,16
22670,30150,0,0,0,0,0,0,0,0,13,3,16
22671,30151,0,0,0,0,0,0,0,0,1,1,2
22672,30152,0,0,0,0,0,0,0,0,12,1,13
22673,30153,0,0,0,0,0,0,0,0,14,1,15
22674,30154,0,0,0,0,0,0,0,0,18,1,19
22675,30155,0,0,0,0,0,0,0,0,5,2,7
22676,30156,0,0,0,0,0,1,0,0,0,0,1
22677,30157,0,0,0,0,0,0,0,0,0,0,0
22678,30160,0,0,0,0,1,0,0,0,0,0,1
22679,30161,0,0,0,0,1,0,0,0,0,0,1
22680,30162,0,0,0,1,0,0,0,0,1,2,4
22681,30163,0,0,0,1,0,0,0,0,1,2,4
22682,30164,0,0,0,1,1,0,0,0,1,2,5
22683,30165,0,0,0,1,0,0,0,0,1,2,4
22684,30166,0,0,0,0,1,0,0,0,0,0,1
22685,30167,0,0,1,0,1,0,0,0,0,0,2
22686,30169,0,0,1,1,2,0,0,0,1,2,7
22687,30170,0,0,0,1,0,0,0,0,1,2,4
22688,30171,0,0,0,1,0,0,0,0,0,0,1
22689,30172,0,0,0,1,0,0,0,0,0,0,1
22690,30173,0,0,0,1,0,0,0,0,1,2,4
22691,30174,0,0,0,1,0,0,0,0,1,2,4
22692,30175,0,0,0,0,1,0,0,0,0,0,1
22693,30176,0,0,0,0,1,0,0,0,1,4,6
22694,30177,0,0,1,1,0,0,0,0,1,1,4
22695,30178,0,0,0,1,2,1,0,0,9,0,13
22696,30179,0,0,1,0,1,0,0,0,1,0,3
22697,30180,0,0,0,1,1,0,0,0,2,2,6
22698,30181,0,0,0,0,0,0,0,0,1,0,1
22699,30183,0,0,0,0,0,0,0,0,1,0,1
22700,30185,0,0,0,0,0,0,0,0,1,0,1
22701,30186,0,0,0,0,0,0,0,0,2,0,2
22702,30187,0,0,1,1,0,0,0,0,1,0,3
22703,30188,0,0,3,0,2,0,0,0,1,1,7
22704,30189,0,0,1,1,0,0,0,0,1,0,3
22705,30190,0,0,0,0,0,0,0,0,1,0,1
22706,30195,0,1,0,0,0,0,0,0,0,0,1
22707,30196,0,1,0,1,0,0,0,0,0,0,2
22708,30197,0,0,0,0,0,0,0,0,2,0,2
22709,30198,0,0,0,1,0,0,0,0,1,0,2
22710,30199,1,0,1,0,1,1,0,0,2,0,6
22711,30200,0,0,0,0,0,0,0,0,2,0,2
22712,30201,0,0,0,0,0,0,0,0,1,0,1
22713,30202,0,0,0,0,0,0,0,0,1,0,1
22714,30203,0,0,0,0,0,0,0,0,1,0,1
22715,30204,0,0,0,0,0,0,0,0,1,0,1
22716,30205,0,0,1,0,0,0,0,0,1,0,2
22717,30206,0,0,0,0,0,0,0,0,1,0,1
22718,30207,0,0,1,0,0,0,0,1,1,0,3
22719,30208,0,0,1,0,0,0,0,1,1,0,3
22720,30209,0,0,1,0,0,0,0,1,1,0,3
22721,30210,0,0,0,0,1,0,0,1,0,0,2
22722,30211,0,0,0,0,1,0,0,2,0,0,3
22723,30212,0,0,0,0,1,0,0,1,3,1,6
22724,30213,0,1,0,1,0,0,0,1,0,0,3
22725,30216,0,0,0,1,0,0,0,0,0,2,3
22726,30217,0,0,0,0,0,0,0,0,0,2,2
22727,30218,0,0,0,0,0,0,0,0,0,6,6
22728,30219,0,0,0,0,0,0,0,0,0,6,6
22729,30221,0,0,0,0,0,0,0,0,0,2,2
22730,30224,0,0,0,0,0,0,0,0,0,2,2
22731,30225,0,0,0,0,0,0,0,0,0,2,2
22732,30227,0,0,0,0,0,0,0,0,0,6,6
22733,30228,0,0,0,0,0,0,0,0,0,6,6
22734,30229,0,0,0,0,0,0,0,0,0,2,2
22735,30230,0,1,0,0,0,0,0,1,1,0,3
22736,30231,0,0,0,0,0,0,0,0,3,2,5
22737,30232,0,0,0,0,0,0,0,0,13,3,16
22738,30233,0,0,0,0,0,0,0,0,3,2,5
22739,30234,0,0,0,0,0,0,0,0,3,2,5
22740,30235,0,0,0,0,0,0,0,0,15,3,18
22741,30236,0,0,0,0,0,0,0,0,5,2,7
22742,30237,0,0,0,0,0,0,0,0,4,2,6
22743,30238,0,2,0,0,0,0,0,0,6,3,11
22744,30239,0,0,0,0,0,0,0,0,5,2,7
22745,30240,0,0,0,0,0,0,0,0,5,2,7
22746,30241,0,0,0,0,0,0,0,0,6,2,8
22747,30242,0,0,0,0,0,0,0,0,6,2,8
22748,30243,0,2,0,0,0,0,0,0,7,3,12
22749,30244,0,2,0,0,0,0,0,0,15,3,20
22750,30245,0,0,0,0,0,0,0,0,13,2,15
22751,30246,0,2,0,0,0,0,0,0,23,3,28
22752,30247,0,0,0,0,0,0,0,0,8,2,10
22753,30248,0,0,0,0,0,0,0,0,11,3,14
22754,30249,0,1,0,0,1,0,0,0,16,2,20
22755,30250,0,0,0,2,0,0,0,0,8,0,10
22756,30251,0,0,0,0,0,0,0,0,10,2,12
22757,30252,0,1,0,0,0,0,0,0,12,2,15
22758,30253,0,1,0,0,0,0,0,0,21,2,24
22759,30254,0,1,0,0,0,0,0,1,1,2,5
22760,30257,0,0,1,1,0,0,0,0,11,0,13
22761,30258,0,0,0,0,2,0,0,0,1,0,3
22762,30259,0,0,1,0,0,0,0,0,1,0,2
22763,30260,0,1,0,1,0,1,0,0,3,3,9
22764,30261,0,0,0,0,2,0,0,0,1,0,3
22765,30262,0,0,0,0,2,0,0,0,1,0,3
22766,30263,0,0,0,0,4,0,0,0,1,0,5
22767,30264,0,0,0,0,0,0,0,0,2,2,4
22768,30265,0,0,0,0,0,0,0,0,1,2,3
22769,30268,0,0,1,0,2,0,0,0,3,5,11
22770,30269,0,2,3,0,2,0,0,0,3,11,21
22771,30270,0,0,0,0,0,0,0,0,0,2,2
22772,30271,0,0,0,0,0,0,0,0,2,6,8
22773,30272,0,0,0,1,1,0,0,0,0,6,8
22774,30273,0,0,0,0,0,0,0,0,0,7,7
22775,30274,0,2,0,1,1,1,0,0,0,7,12
22776,30275,0,0,0,0,0,0,0,0,1,0,1
22777,30276,0,0,0,0,0,0,0,0,1,0,1
22778,30277,0,0,0,0,0,0,0,0,1,0,1
22779,30278,0,2,0,0,0,0,0,0,1,0,3
22780,30279,0,0,0,0,0,0,0,0,1,0,1
22781,30280,0,0,0,0,0,0,0,0,1,0,1
22782,30281,0,0,0,0,0,0,0,0,1,0,1
22783,30282,0,0,0,0,0,0,0,0,1,0,1
22784,30283,0,0,0,0,0,0,0,0,1,0,1
22785,30284,0,0,0,0,0,0,0,0,1,0,1
22786,30285,0,0,0,1,2,0,0,0,2,0,5
22787,30286,0,0,2,0,2,2,0,0,2,0,8
22788,30287,0,0,0,0,2,1,0,0,1,0,4
22789,30288,0,0,0,0,5,1,0,0,1,0,7
22790,30289,0,0,0,1,1,0,0,1,1,0,4
22791,30290,0,0,0,1,2,0,0,1,1,1,6
22792,30291,0,0,0,0,0,0,0,0,1,0,1
22793,30292,0,0,2,0,0,0,0,0,2,0,4
22794,30293,0,0,1,2,1,0,0,0,1,0,5
22795,30294,0,0,0,0,0,0,0,0,1,0,1
22796,30295,0,0,0,2,0,0,0,0,2,0,4
22797,30297,0,0,0,0,0,0,0,0,8,4,12
22798,30298,0,1,1,0,0,0,0,0,0,0,2
22799,30300,0,0,2,0,0,0,0,0,2,0,4
22800,30301,0,0,1,0,0,0,0,0,0,0,1
22801,30302,0,0,3,0,0,0,0,0,3,0,6
22802,30303,0,0,0,0,0,0,0,1,1,0,2
22803,30305,0,0,0,0,0,0,0,0,0,2,2
22804,30306,0,0,0,0,0,0,0,0,0,2,2
22805,30307,0,0,0,0,0,0,0,1,0,0,1
22806,30308,0,0,0,0,0,0,0,1,0,0,1
22807,30309,0,0,0,0,0,0,0,0,0,2,2
22808,30312,0,0,0,0,0,0,0,2,0,0,2
22809,30313,0,0,0,0,0,0,0,2,0,0,2
22810,30314,0,0,0,1,0,0,0,1,1,0,3
22811,30315,0,0,0,0,0,0,0,0,0,2,2
22812,30316,0,0,1,0,0,0,0,0,0,2,3
