,STREETSEGID,BIKELANE_COUNT,Bus/Bike Lane,Existing Bike Lane,Cycle Track,Shared Lane,Contraflow Bike Lane,Climbing Lane
72,7351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,4053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,5278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,3829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,11413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,10534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,5210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,5181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,10744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,11579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1330,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,4761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,9666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,6021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,10599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,11905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,3488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,6824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,12357,1.0,0.0,1.0,0.0,0.0,0.0,0.0
96,11684,1.0,0.0,1.0,0.0,0.0,0.0,0.0
97,5688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,9664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,6564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,6678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,10237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,5824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,5805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,12821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,11517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,9632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,13139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,12886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,9981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,7900,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,9794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,5453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,4051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,9830,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,7811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,3885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,11638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,11982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,5398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,4503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,10108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,1370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,12119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,6038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,5717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,4323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,10596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,6624,1.0,0.0,1.0,0.0,0.0,0.0,0.0
137,4167,1.0,0.0,1.0,0.0,0.0,0.0,0.0
138,3978,1.0,0.0,1.0,0.0,0.0,0.0,0.0
139,11770,1.0,0.0,1.0,0.0,0.0,0.0,0.0
140,491,1.0,0.0,1.0,0.0,0.0,0.0,0.0
141,6686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,7913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,1457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,5168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,12078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,12203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,10838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,11134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,2474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,8003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,10820,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,3241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,9566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,5167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,10928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,7759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,2089,1.0,0.0,1.0,0.0,0.0,0.0,0.0
161,5095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,12720,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,10181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,5340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,11520,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,1407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,12970,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,1174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,10473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,9361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,12596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,4587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,4958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,6694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,4031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,4842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,3275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,5399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,9595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,5971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,4620,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,8986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,6778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,7019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,7323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,3312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,2529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,8390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,9104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,3900,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,12401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,6914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,2077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,4685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,9341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,3736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,10814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,7879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,4152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,3766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,10254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,11173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,7813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,5496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,10346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,10759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,3397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,10087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,12598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,5727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,5294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,10846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,8616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,4819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,5657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,9506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,9636,1.0,0.0,1.0,0.0,0.0,0.0,0.0
229,7199,1.0,0.0,1.0,0.0,0.0,0.0,0.0
230,8757,1.0,0.0,1.0,0.0,0.0,0.0,0.0
231,142,1.0,0.0,1.0,0.0,0.0,0.0,0.0
232,11140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,2275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,3975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,12622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,5778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,8577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,5985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,9960,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,10157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,10404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,12823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,1754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,6816,1.0,1.0,0.0,0.0,0.0,0.0,0.0
249,11841,1.0,1.0,0.0,0.0,0.0,0.0,0.0
250,8839,1.0,1.0,0.0,0.0,0.0,0.0,0.0
251,3324,1.0,1.0,0.0,0.0,0.0,0.0,0.0
252,2783,1.0,1.0,0.0,0.0,0.0,0.0,0.0
253,12836,1.0,1.0,0.0,0.0,0.0,0.0,0.0
254,12493,1.0,1.0,0.0,0.0,0.0,0.0,0.0
255,8098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,6068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,4653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,12336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,9917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,7336,1.0,0.0,1.0,0.0,0.0,0.0,0.0
261,8191,1.0,0.0,1.0,0.0,0.0,0.0,0.0
262,10897,1.0,0.0,1.0,0.0,0.0,0.0,0.0
263,3692,1.0,0.0,1.0,0.0,0.0,0.0,0.0
264,9722,1.0,0.0,1.0,0.0,0.0,0.0,0.0
265,9469,1.0,0.0,1.0,0.0,0.0,0.0,0.0
266,9699,1.0,0.0,1.0,0.0,0.0,0.0,0.0
267,2329,1.0,0.0,1.0,0.0,0.0,0.0,0.0
268,12551,1.0,0.0,1.0,0.0,0.0,0.0,0.0
269,1368,1.0,0.0,1.0,0.0,0.0,0.0,0.0
270,3685,1.0,0.0,1.0,0.0,0.0,0.0,0.0
271,11534,1.0,0.0,1.0,0.0,0.0,0.0,0.0
272,5846,1.0,0.0,1.0,0.0,0.0,0.0,0.0
273,5291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,6120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,4519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,11162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,12434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,8174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,12091,1.0,0.0,1.0,0.0,0.0,0.0,0.0
282,8135,1.0,0.0,1.0,0.0,0.0,0.0,0.0
283,426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,9683,1.0,0.0,1.0,0.0,0.0,0.0,0.0
285,8127,1.0,0.0,1.0,0.0,0.0,0.0,0.0
286,9855,1.0,0.0,1.0,0.0,0.0,0.0,0.0
287,3356,1.0,0.0,1.0,0.0,0.0,0.0,0.0
288,9284,1.0,0.0,1.0,0.0,0.0,0.0,0.0
289,5877,1.0,0.0,1.0,0.0,0.0,0.0,0.0
290,4008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,5309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,4383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,3558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,6923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,7999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,7457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,9586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,12560,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,12279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,11752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,12875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,8329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,2480,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,3706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,10117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,11701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,9142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,12157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,2858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,8429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,5721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,7718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,9627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,11256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,5085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,2333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,11785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,7930,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,5993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,9646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,2801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,9514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,11821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,6377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,6924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,5635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,13243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,1178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,6031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,11371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,9896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,2578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,3677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,6079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,11349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,7014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,4998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,4925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,3614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,6136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,7559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,8948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,5583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,4658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,3604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,5022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,3633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,7680,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,3852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,8256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,12708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,6886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,11662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,9162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,9706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,9441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,9163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,5793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,6228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,12521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,6630,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,10174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,1190,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,9989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,4562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,9537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,8019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,9838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,10963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,6014,1.0,0.0,1.0,0.0,0.0,0.0,0.0
382,6812,1.0,0.0,1.0,0.0,0.0,0.0,0.0
383,1479,1.0,1.0,0.0,0.0,0.0,0.0,0.0
384,11702,1.0,1.0,0.0,0.0,0.0,0.0,0.0
385,9221,1.0,1.0,0.0,0.0,0.0,0.0,0.0
386,6602,1.0,1.0,0.0,0.0,0.0,0.0,0.0
387,10429,1.0,1.0,0.0,0.0,0.0,0.0,0.0
388,12648,1.0,1.0,0.0,0.0,0.0,0.0,0.0
389,4496,1.0,1.0,0.0,0.0,0.0,0.0,0.0
390,10091,1.0,1.0,0.0,0.0,0.0,0.0,0.0
391,11021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,1255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,1383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,4690,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,9610,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,7314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,4831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,12121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,12291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,6541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,4608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,4358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,5591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,6156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,13212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,9388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,2119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,4099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,10600,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,9431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,4957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,10556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,5889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
