,STREETSEGID,BIKELANE_COUNT,Bus/Bike Lane,Existing Bike Lane,Cycle Track,Shared Lane,Contraflow Bike Lane,Climbing Lane
2215,11167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,9906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,9949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2219,12964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,3070,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,6750,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,5833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,6376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,9492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,6811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,9128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,7396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,12874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,4961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,8171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,8881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,2670,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,3282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,2939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,8635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237,12393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,5041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,2947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2243,11052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244,9736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,7584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,2756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2249,5972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,10390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,5192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,7400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,12692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,10350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,11459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,7876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,3521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,3478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,5990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262,13026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2263,10829,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2264,10961,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2265,3547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,7711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2267,10603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2268,4675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269,11646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2270,468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,9536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272,6836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2273,1409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2274,11838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,4962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2278,6895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2279,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,12141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2281,1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282,10561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,11397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2284,7970,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,5364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,6066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,4471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2288,5416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2289,8655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2290,7765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2291,5844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,4082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293,9882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,9737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,6218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2297,4934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2298,3154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,10978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,7567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301,12624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,3009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2303,904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2304,11617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,11796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2306,6988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2307,7455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2308,6821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2309,4032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310,6537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,6424,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2312,5373,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2313,7409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2314,8324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,11402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316,11778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2317,8725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2318,5370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2319,2878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,3617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2321,1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,9631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,6640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2324,3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2326,12668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2327,3371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2328,5354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2329,4858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2330,4295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2331,8698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2332,428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2334,2081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2335,11713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2336,5319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2337,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2338,2849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2339,6257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,12311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2341,2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,5978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,2430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2344,6619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,2735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,10063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2347,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2348,11030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2349,4806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350,1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,1177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,11763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2353,8444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2354,6214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2355,11469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356,8989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2357,919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2358,1747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,10172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2360,7395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2362,12198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2363,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,5068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,10951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2366,2931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,6350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,1795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2369,6497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370,3491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,9752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2372,5973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2374,3413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2375,7973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2376,6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2377,12647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,7738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,5678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,5322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2381,7118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2382,2703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2383,6872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2384,10977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,6551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2386,2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,10666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2388,4511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2389,12985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,3243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2391,2521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2392,2742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2394,6837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2395,11876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,5099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2397,7732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2398,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,10131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,6938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,10292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2402,6308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2403,2832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2404,12051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,4328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2406,2967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2407,3509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2408,2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2409,555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410,3334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,7146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2412,5073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2413,12795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2414,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,9535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,6050,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2417,11728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2418,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419,12467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420,5096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,2985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2422,10739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2423,5736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2424,5219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,12438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2426,12113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,7025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2428,7845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,5852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,7636,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2431,7783,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2432,8228,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2433,7030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2434,8179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2435,10898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2436,3517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,11660,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2439,5922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2440,9533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2441,3340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2442,7773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,2918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444,3366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,11733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,7519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,4296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,12973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,7978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2452,11731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2453,6768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2454,3763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,6899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,8483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,8104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2458,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459,10229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,11566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,11754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2462,7493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463,4107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464,6796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2466,731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2467,5161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2468,7988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,3724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,9404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2471,12644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,6922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,8235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2474,6183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2475,2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2476,6045,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2477,4308,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2478,8962,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2479,11342,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2480,12323,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2481,8291,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2482,11885,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2483,10835,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2484,8012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2485,2729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,5452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2487,5407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,7127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,4755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,9053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2492,11482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2493,9843,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2494,3812,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2495,7179,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2496,2558,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2497,10767,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2498,467,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2499,10558,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2500,9080,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2501,7643,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2502,6649,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2503,10161,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2504,1829,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2505,8412,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2506,5964,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2507,8858,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2508,9935,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2509,9712,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2510,12718,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2511,1341,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2512,9738,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2513,8497,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2514,7575,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2515,11321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2516,9148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2517,9174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2518,11404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,5689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2520,5176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2521,12285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2522,12567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2523,6809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,3101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2525,3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2526,12835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2527,9255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2529,11205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2530,6631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,1835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2532,2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2533,7422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2534,5164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2535,11798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,7451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2537,4639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2538,12592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2539,10340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2540,4405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2541,9943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2542,6151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543,7373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2544,11296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545,498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,10061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2547,6620,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,4055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,294,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2550,1126,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2551,7294,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2552,11871,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2553,5923,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2554,8352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555,5311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556,10852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2557,10551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,11511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559,9048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560,2460,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561,3941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2562,8367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,11462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2564,11192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2565,6909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2566,4944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2567,5200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2568,3583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,7201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2571,3459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2572,6330,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2573,11131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2574,12200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2575,7779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2576,6756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,4785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,9575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2579,6731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2580,12439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,9856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,3744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2584,11800,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2585,5316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2586,11004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2587,4246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2588,4293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2589,1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2590,1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2591,1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2592,6182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2593,4515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,8062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2595,10659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,7884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2597,8791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2598,2442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2599,10377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,12717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2601,12448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2602,9043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2603,3635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2604,11651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2605,9282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2606,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2607,11183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2608,5487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2609,4772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610,8134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2611,9524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2612,12214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2613,10262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2614,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2615,8424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2616,9340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2617,7908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2618,4880,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2619,10310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2620,9385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2621,1359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2622,1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2623,7408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2624,11920,0.0,0.0,0.0,0.0,0.0,0.0,0.0
