index_seg,ftr_name_d_btw_cntr_SgAsEd,ud_bridge_SgAsEd,ud_btw_cntr_SgAsEd
18417,377209.636924,,21762.2660167
18418,44280.5049391,,14931.9502077
18419,39003.147326,,33346.7644951
18420,51225.3563127,,80874.5482307
18421,637967.670667,,221836.742297
18422,129420.12655,,23333.8883958
18423,181955.977363,,65548.7427083
18424,6800.10705757,,8091.45497358
18425,100629.033109,,177624.290711
18426,127160.49417,,186244.361097
18427,465924.528576,,149170.421496
18428,25480.5110412,,12811.4682206
18429,852328.692644,,695371.685886
18430,5295795.67156,,938817.662433
18431,50782.0,1.0,50850.0
18432,5623321.44671,,3081794.99985
18433,11851925.5273,,11241945.7226
18434,29524338.0153,,7379222.75379
18435,14520685.9124,,4311295.39241
18436,228408.840141,,246922.670608
18437,216627.201716,,62779.2225964
18438,21427273.3204,,14674595.3611
18439,16497790.0124,,3795517.18778
18440,24163283.8888,,5853334.8215
18441,211766.567705,,5677947.15804
18442,2484977.57479,,91991.5480863
18443,163322.757884,,119043.734734
18444,85948.7530441,,150976.020575
18445,3833666.63879,,19898943.0397
18446,3393796.61343,,2655430.20335
18447,2377406.31511,,2244095.33404
18448,3648055.05381,,2403026.85012
18449,582800.901004,,686408.984526
18450,674502.490359,,1147822.05027
18451,38760.5366223,,26770.887768
18452,72966.5719078,,90517.1873433
18453,17904.4968866,,22027.7267793
18454,1302287.94814,,1073058.20747
18455,247664.622618,,222412.942134
18456,1595552.72367,,1342038.19631
18457,245370.578007,,165902.871994
18458,50782.0,1.0,50850.0
18459,409365.881864,,392738.481149
18460,50782.0,1.0,50850.0
18461,309457.819904,,293317.946909
18462,50782.0,1.0,50850.0
18463,50782.0,1.0,50850.0
18464,50782.0,1.0,50850.0
18465,495595.835948,,542777.279602
18466,50782.0,1.0,50850.0
18467,50782.0,1.0,50850.0
18468,50782.0,1.0,50850.0
18469,798504.327397,,764448.295455
18470,891359.760024,,858794.892982
18471,985326.771777,,954146.382167
18472,50782.0,1.0,50850.0
18473,50782.0,1.0,50850.0
18474,1128148.7914,,1099203.42135
18475,27717.6430533,,26873.8619359
18476,36590.4015635,,46647.7542832
18477,260246.97191,,9435.49882723
18478,511008.353493,,245913.974263
18479,84827.6216507,,47168.5672695
18480,417378.442137,,530038.379236
18481,329172.155991,,171680.427816
18482,424709.996553,,755534.164816
18483,79659.6078126,,105085.908785
18484,122464.184988,,41196.8711379
18485,58064.4002935,,21186.8183057
18486,54244.2286217,,12660.9664277
18487,59685.6523353,,55530.4854915
18488,102690.12221,,49221.322416
18489,74905.5849014,,53531.818723
18490,177589.707111,,95042.7088586
18491,349157.949552,,740900.367039
18492,138824.459954,,30523.3242178
18493,279081.492828,,32038.7128917
18494,52058.6775183,,25221.9267904
18495,413298.0127,,56190.4695763
18496,345013.42466,,139595.058055
18497,253877.178927,,109000.136614
18498,535586.818612,,602817.848981
18499,435547.956665,,394647.288152
18500,182060.121155,,103356.470747
18501,82015.2592082,,91913.2513221
18502,75068.0506655,,56209.4010165
18503,239676.614435,,235443.936944
18504,3553211.43264,,3294882.80801
18505,538860.47735,,246335.573164
18506,88358.6766844,,48345.6813132
18507,14117.6604496,,3333.80674056
18508,446187.174572,,140470.243507
18509,40178.8917259,,237018.746215
18510,4193364.8002,,5381164.57349
18511,716156.440905,,372780.223947
18512,81621.8725176,,58393.9036587
18513,86916.9142699,,150722.552578
18514,489925.860718,,475447.045213
18515,2077953.01635,,1562192.71263
18516,176181.504341,,80952.1348843
18517,8326.77573849,,96361.2771919
18518,442123.27498,,419384.938299
18519,33813.2867797,,66744.1678302
18520,9792.64983138,,75553.1834611
18521,2448721.10705,,1712180.74832
18522,3012652.05568,,2338551.03228
18523,90483.1504803,,10275.9529259
18524,19965.4857611,,35449.7182241
18525,96703.5641013,,44537.2166459
18526,70523.6647192,,42481.8392618
18527,248465.30539,,47793.8137832
18528,2394131.45445,,652640.505843
18529,2009253.63601,,82309.6931428
18530,1624540.36022,,1433641.05657
18531,174223.740982,,122460.484381
18532,3824938.2498,,9629709.28978
18533,2139519.26684,,7616790.81692
18534,365120.651945,,1406249.02387
18535,1294725.82653,,576041.67694
18536,1071938.40731,,403239.690893
18537,988903.131477,,331751.282866
18538,3528932.02215,,132239.625059
18539,50782.0,1.0,50850.0
18540,50782.0,1.0,50850.0
18541,1076244.17889,,1018205.093
18542,1175521.11848,,1117492.21714
18543,1620227.06763,,2350173.69298
18544,10076582.458,,9533048.90989
18545,16707020.6704,,16941996.5291
18546,11766135.7316,,12706457.841
18547,11696797.5256,,9849763.84495
18548,3618428.38218,,3674220.01372
18549,3568840.64385,,3624342.90379
18550,12263967.9633,,11241995.3708
18551,2980172.99957,,599364.536472
18552,50782.0,1.0,50850.0
18553,50782.0,1.0,50850.0
18554,4.0,,4.0
18555,25803.8359705,,44662.1705742
18556,27734.200402,,8168.47872548
18557,33864.3333333,,33909.6666667
18558,67695.6666667,,67786.3333334
18559,160757.0,,160972.333333
18560,77381.0980654,,60750.809335
18561,13621.9598896,,22709.8405779
18562,36004.6900306,,24752.9570087
18563,42347.0,,42403.6666667
18564,288557.317028,,318164.569193
18565,339298.983695,,368974.235859
18566,823305.753439,,911140.770355
18567,172689.439988,,93773.3089354
18568,172602.950396,,206117.468779
18569,15920.4123061,,24372.7123818
18570,39110.8159029,,29545.2854151
18571,610849.870549,,511394.533039
18572,706777.936593,,608982.440118
18573,204057.635128,,204262.220073
18574,254815.635128,,255088.220073
18575,34065.0250515,,312784.7096
18576,23013.9894221,,10688.1537982
18577,116399.761832,,83775.7798344
18578,204118.413069,,152263.900732
18579,159124.767973,,182697.30705
18580,171790.141565,,32279.6636495
18581,70604.8512987,,61471.8014722
18582,715761.79509,,520060.365762
18583,233137.880046,,56252.9432878
18584,49319.9565772,,29637.9224873
18585,19067.0539622,,22302.0842481
18586,83637.7436655,,53843.3250686
18587,37346.7200872,,23793.4764479
18588,28608.6330821,,55263.2943926
18589,85445.2173908,,52433.088074
18590,201011.927648,,125129.589174
18591,540268.434543,,259809.288238
18592,50906.0961401,,18799.1085014
18593,31034.2904522,,25689.5818074
18594,189500.653512,,31667.4441511
18595,127206.730013,,30184.3074469
18596,253733.457142,,118768.206918
18597,383582.069292,,650607.051144
18598,81934.3865923,,15510.4544267
18599,49014.6569566,,38033.9857247
18600,185980.154172,,99360.9585306
18601,372572.50351,,20918.6529658
18602,51656.4880478,,21451.1539498
18603,20558.4883076,,66507.5492156
18604,168898.821759,,53280.3610694
18605,66674.8882591,,65806.566497
18606,169937.89056,,73583.1242882
18607,13145.5022455,,891742.910828
18608,123258.466961,,69793.2207674
18609,433537.812011,,1822228.26729
18610,730336.431206,,837810.364163
18611,1166585.88109,,2415569.2515
18612,365862.553251,,239842.461195
18613,627177.175604,,71037.4050493
18614,517494.877345,,1093338.52901
18615,179582.359585,,1812273.4679
18616,156761.401288,,882763.958093
18617,279530.792533,,112712.138083
18618,50773.6633998,,25930.9264102
18619,345409.277395,,98990.5908825
18620,195477.308251,,137903.334892
18621,69793.5380678,,69740.8217102
18622,90234.8139237,,26826.2791074
18623,17716.0955295,,2980.69808573
18624,297252.888062,,152654.464912
18625,1163243.78214,,399377.683124
18626,6610980.39448,,5501820.93925
18627,1826366.76685,,608177.828952
18628,2249884.50179,,1017760.48394
18629,2289778.81937,,1158635.20408
18630,14090328.7301,,11815899.9149
18631,5294747.03981,,2914484.14279
18632,577189.952237,,3932.88013239
18633,334386.178002,,38038.9268322
18634,5685116.73525,,5822403.43229
18635,443325.056437,,81555.52893
18636,324332.044015,,25129.8607959
18637,1255258.27565,,250952.76445
18638,242033.203566,,289750.373707
18639,7407.43337354,,38592.0230384
18640,380923.702862,,139810.215549
18641,2523283.44901,,556107.675916
18642,10826784.9326,,4116190.53944
18643,2744025.263,,15134452.3364
18644,285301.353041,,499737.126538
18645,423264.272433,,414448.047714
18646,507593.270375,,19920.2258623
18647,607228.098571,,119448.010187
18648,50782.0,1.0,50850.0
18649,26898327.5369,,4985084.03098
18650,153299.635128,,153436.220073
18651,204057.635128,,204262.220073
18652,102549.635128,,102618.220073
18653,102549.635128,,102618.220073
18654,51832.3017949,,51833.2200733
18655,1125.30179493,,1058.22007326
18656,1125.30179493,,1058.22007326
18657,49816.3648717,,49951.7799267
18658,100574.364872,,100777.779927
18659,100574.364872,,100777.779927
18660,151332.364872,,151603.779927
18661,101560.0,1.0,101696.0
18662,50782.0,1.0,50850.0
18663,50782.0,1.0,50850.0
18664,303594.364872,,304069.779927
18665,2104.54196518,,874.506043956
18666,102553.509524,,33913.1666667
18667,74705.6017839,,16656.6642491
18668,125443.301784,,67453.9975824
18669,74688.7294634,,41606.4939561
18670,101556.0,,101692.0
18671,50782.0,1.0,50850.0
18672,127393.188692,,254498.835751
18673,127390.688692,,368.835750916
18674,263300.319251,,236584.560792
18675,498826.654276,,171357.400996
18676,383269.296603,,153765.204531
18677,50782.0,1.0,50850.0
18678,73466.4023912,,36516.3187295
18679,71942.2272412,,28085.759217
18680,327830.86289,,539765.482997
18681,338141.336092,,75210.5033042
18682,345494.620588,,84090.7856001
18683,107902.432394,,95714.3048243
18684,133905.191339,,92428.2331303
18685,97597.9591919,,512989.894029
18686,225884.533122,,32780.0293494
18687,244861.260978,,469125.627463
18688,116580.687047,,58391.1245442
18689,34158.7313416,,14976.8806389
18690,137118.33357,,14844.1590724
18691,43341.140132,,19787.5108273
18692,125230.201981,,34166.0061186
18693,124716.782548,,112509.083193
18694,48219.2871332,,53966.0175467
18695,44632.9905149,,92169.3990765
18696,382238.629425,,236889.390496
18697,138591.787354,,128301.555116
18698,216885.262031,,37751.4492021
18699,1181806.30059,,359336.714545
18700,180802.083589,,42499.3809908
18701,3876820.65375,,924953.537502
18702,4535870.36243,,1977113.86655
18703,4660340.8094,,2059875.63145
18704,50782.0,1.0,50850.0
18705,102225.475357,,53750.7338367
18706,48739.4900584,,47969.4566395
18707,1019920.53664,,1039221.79279
18708,1065451.76663,,1130313.49899
18709,312339.709525,,209439.64277
18710,1440416.12708,,107942.771231
18711,42134.4192943,,5992.1591357
18712,370728.370075,,4786.1948021
18713,27801.6815914,,24157.4874961
18714,415026.462746,,100476.841005
18715,241016.324698,,53701.911338
18716,267826.893052,,118677.250439
18717,52154.6309636,,48519.239813
18718,188867.693735,,48562.3722223
18719,56408.6280074,,5570.75846209
18720,118137.484821,,39667.0478782
18721,245282.321742,,5097.76413449
18722,127150.836921,,21563.881628
18723,270955.237676,,3697.18717557
18724,215666.262088,,26790.5417958
18725,23146843.2535,,5114191.90213
18726,15140955.6731,,2975934.08297
18727,12566.5242697,,224492.584231
18728,422296.180836,,317187.165601
18729,114617.858941,,35461.6252158
18730,524924.445368,,443036.973889
18731,50782.0,1.0,50850.0
18732,374882.006345,,213675.041448
18733,1330899.51156,,630931.345846
18734,50782.0,1.0,50850.0
18735,50782.0,1.0,50850.0
18736,238729.928867,,14054.9074315
18737,306204.734536,,122695.864178
18738,393750.634818,,218850.747849
18739,50782.0,1.0,50850.0
18740,71769.4147044,,26814.7196028
18741,50782.0,1.0,50850.0
18742,84206.0816402,,58763.5329468
18743,46930.5061955,,5401.16214684
18744,110112.505994,,129078.590826
18745,63187.9997982,,83638.5428593
18746,100560.87456,,1208.71833247
18747,37366.8747617,,39197.0476223
18748,664645.159405,,153386.406557
18749,203104.0,1.0,203376.0
18750,50778.0,,50846.0
18751,537065.626187,,662360.801685
18752,76641.3714286,,42375.8333334
18753,2935.69732412,,1749.67996337
18754,124464.407438,,91453.8200366
18755,425983.072018,,302046.978242
18756,1551540.34713,,1583835.3256
18757,994756.947589,,901184.076008
18758,483458.262196,,609873.455055
18759,250818.064581,,159823.491538
18760,4.0,,4.0
18761,10823.4572851,,21635.7470726
18762,621979.698993,,142332.469052
18763,33483.1694931,,109018.743341
18764,1665785.46249,,190830.184202
18765,1674880.627,,309545.670429
18766,470749.34174,,58374.8792577
18767,240381.207248,,199463.915086
18768,1231186.63427,,140067.460949
18769,1359700.38031,,2497529.68469
18770,679207.373742,,134763.758083
18771,575386.865266,,120955.386049
18772,1149962.71548,,122194.793767
18773,119876.25968,,43353.7678974
18774,71393.099547,,21425.1356492
18775,82384.0184747,,21041.6250351
18776,79327.0630244,,20881.4485149
18777,84311.6342278,,69000.3633285
18778,76192.9517723,,29310.3258409
18779,269307.668815,,86527.7823214
18780,418287.249047,,49701.4753585
18781,157010.074933,,40267.7661681
18782,342088.297275,,51378.8988502
18783,120875.163032,,129006.557528
18784,475337.232737,,750288.494836
18785,329951.124992,,172301.928581
18786,650805.923505,,151558.5551
18787,434874.561692,,928217.144364
18788,715640.360238,,110413.416164
18789,149231.103471,,1023362.32318
18790,696544.36698,,921321.091305
18791,395582.089836,,121523.920495
18792,275173.369468,,176716.887533
18793,440460.99077,,86811.5944845
18794,110556.070963,,132784.902972
18795,710309.096672,,320102.813102
18796,51312.872553,,1889009.35016
18797,625488.706933,,2174197.53903
18798,445260.160351,,82008.1560723
18799,55294.9755877,,24358.1422656
18800,83798.4614701,,229636.697743
18801,143798.400755,,68060.7124068
18802,1543311.6041,,264088.809211
18803,76346.770412,,111048.342361
18804,1615381.37836,,416326.540355
18805,154863.406847,,339999.429417
18806,55306.9755877,,124393.191372
18807,1241540.22167,,26109.302639
18808,105060.151506,,248091.574732
18809,96854.5330469,,307869.173211
18810,210176.382435,,494322.580597
18811,4965.02260573,,120509.823121
18812,32811.1870736,,7854.31278663
18813,51360.0680363,,23883.7469553
18814,37314.5424449,,88093.6901163
18815,444878.112805,,243348.87837
18816,444866.112805,,333073.342185
18817,520119.208528,,80583.1468964
18818,51883.4198217,,384665.971702
18819,27840.1644679,,161047.085651
18820,134163.075492,,177674.767011
18821,200147.04462,,42890.2030343
18822,214857.346132,,16177.2066441
18823,119741.85074,,874.503127822
18824,139405.174857,,85563.9382563
18825,669278.052623,,110252.509311
18826,23975.4558809,,71702.5874047
18827,3419042.95598,,694382.811518
18828,3325465.81128,,638362.228404
18829,81163.5320478,,32056.3454002
18830,50782.0,1.0,50850.0
18831,139063.83975,,36709.1978961
18832,572835.278755,,572004.519663
18833,730244.053901,,467682.857271
18834,124085.787906,,20938.4932068
18835,216647.094639,,182460.544888
18836,4100915.58333,,1901211.02184
18837,503339.673927,,691648.492453
18838,3948249.71983,,1142811.44372
18839,350679.810426,,508251.420541
18840,101022.268929,,366619.758554
18841,3907718.63706,,197656.120097
18842,3806702.36813,,499171.784934
18843,1742077.03954,,65408.8339365
18844,2404280.47843,,650908.030078
18845,662197.438888,,619734.554944
18846,14704.3015119,,6944.96069191
18847,433444.346602,,203710.169622
18848,326400.702534,,255211.741145
18849,1805109.32294,,963729.696926
18850,1347040.18069,,2607522.38712
18851,211031.349184,,300519.05046
18852,12654.1996281,,160171.40027
18853,198383.149556,,509942.057656
18854,50782.0,1.0,50850.0
18855,152334.0,1.0,152538.0
18856,1370478.43894,,2512090.01647
18857,685160.161299,,1272326.76664
18858,272775.425776,,109878.551971
18859,25579.5964019,,90529.105321
18860,30279.4036431,,39025.9432906
18861,4693.80724124,,122116.965418
18862,298349.022178,,99185.7753353
18863,69067.3872325,,57248.5538903
18864,9740450.46725,,276725.459566
18865,11409518.0324,,22029146.9132
18866,9282314.90494,,211829.815055
18867,10531280.3737,,20480100.5336
18868,1143307.72361,,1298407.37937
18869,878231.658684,,1503335.69394
18870,1413872.39187,,693412.158796
18871,591770.527927,,477183.87278
18872,585156.958661,,252240.206814
18873,72814.1197286,,81268.6537443
18874,1120594.30328,,764508.564768
18875,128488.310608,,252326.147952
18876,1223131.59049,,1051159.28629
18877,725249.369586,,2300625.19271
18878,741735.92666,,2254559.80583
18879,1767714.68504,,3515100.18264
18880,715838.933397,,933704.109529
18881,574792.52672,,183631.602532
18882,16492.557073,,21504.9709769
18883,487511.069499,,131407.252391
18884,87287.4572208,,13773.1677015
18885,504009.626572,,91165.0114113
18886,46505.7725112,,31679.2045657
18887,510146.151172,,124187.425245
18888,107575.429861,,35512.6463589
18889,892688.849485,,582053.365693
18890,492478.173121,,87110.4317772
18891,52688.6105199,,21748.3227415
18892,526236.18424,,115785.780296
18893,576300.965418,,170506.31605
18894,267557.835371,,138412.565183
18895,691694.168258,,242648.815157
18896,29191.4192928,,20313.2082266
18897,55537.0261073,,77534.5062099
18898,14039.5255914,,59550.7984441
18899,238127.088621,,12213.8987141
18900,50782.0,1.0,50850.0
18901,181052.497755,,256592.1525
18902,240677.323099,,91765.6481118
18903,128178.907931,,23710.0860667
18904,130052.826879,,49144.7371719
18905,14415.224752,,136372.784928
18906,28954.8740682,,127111.495283
18907,328167.01368,,204242.203398
18908,697539.188371,,35170.7691826
18909,58626.8509997,,6030.37287544
18910,610892.714579,,23378.9496897
18911,47831.3712494,,40621.12101
18912,48480.6522156,,25679.0629761
18913,52002.5659242,,25610.8199395
18914,745364.55962,,38840.5413298
18915,793191.545169,,107393.979743
18916,95676.3567984,,109034.999039
18917,6393677.22603,,3377392.42774
18918,55908.2067006,,49407.9093737
18919,125374.067637,,164260.559725
18920,4626.89321789,,2432.22239474
18921,74815.6684624,,69937.9605489
18922,79436.5616803,,25288.6246203
18923,42106.8770192,,3540.65870417
18924,1698071.67887,,869027.545311
18925,114194.656955,,67946.7015556
18926,1054386.0094,,612870.49177
18927,248975.216171,,86077.3134309
18928,271109.887137,,66516.8352636
18929,199928.317841,,69659.7285349
18930,919599.450186,,640307.219416
18931,848411.880889,,726474.151944
18932,50782.0,1.0,50850.0
18933,3269537.99797,,990988.42943
18934,991727.107607,,128940.029094
18935,32195.9507967,,6956.48393169
18936,88220.4153033,,50995.9808256
18937,213647.947307,,151867.413241
18938,111417.257285,,114253.044576
18939,95503.0036917,,55905.9060279
18940,257993.550937,,59447.9850967
18941,148346.333451,,7287.81263379
18942,297099.155695,,15732.5101225
18943,26300.1287899,,63754.2155922
18944,213321.426373,,502688.59047
18945,50782.0,1.0,50850.0
18946,50782.0,1.0,50850.0
18947,1087653.35195,,1352387.79686
18948,880975.66577,,1115943.68661
18949,659153.147109,,618183.207834
18950,265082.064926,,183134.070734
18951,73755.1944738,,223265.836039
18952,28964.3950383,,162876.078104
18953,685324.277637,,1278287.71719
18954,9970452.38141,,1507037.8789
18955,50782.0,1.0,50850.0
18956,50782.0,1.0,50850.0
18957,18667338.2415,,19228538.6305
18958,950218.659185,,851978.869096
18959,5345017.50113,,7674008.97408
18960,11364739.233,,22184617.6072
18961,9671377.08002,,275518.6104
18962,20395.35372,,30829.9658784
18963,100051.273134,,75078.3896406
18964,50782.0,1.0,50850.0
18965,52282.7268655,,77459.6103594
18966,57471.5570892,,14396.5477201
18967,63313.2506201,,80130.5556597
18968,173081.180747,,332881.044074
18969,370154.183889,,1121100.06845
18970,1273346.10382,,2342317.20985
18971,1512458.42094,,684348.407961
18972,2828150.70294,,3999756.94053
18973,46741.6929235,,31004.6761868
18974,19116.8353668,,2348.74066101
18975,2847144.23738,,3957767.17196
18976,715203.661146,,192871.739734
18977,98702.5676741,,319188.270579
18978,205642.775029,,9322.84913149
18979,161034.055968,,714585.785025
18980,7372.38115862,,420482.46441
18981,10263.0083398,,289673.736198
18982,165230.96327,,121405.840949
18983,103731.497229,,9965.2758093
18984,102096.091597,,287924.869338
18985,33577.1324666,,20046.4676592
18986,700858.179483,,389607.790173
18987,33859.4389575,,28929.8919517
18988,58565.4570107,,164413.184468
18989,72691.3816695,,14582.8697598
18990,195085.98926,,212477.302448
18991,215157.274746,,152323.065626
18992,265027.506363,,353058.673255
18993,230820.9869,,341578.828131
18994,187764.361422,,309674.710429
18995,249463.024373,,86339.8761878
18996,134075.009773,,63016.9739463
18997,228389.293034,,41494.5532188
18998,133091.375585,,122294.419258
18999,69464.4495719,,60040.7583489
19000,88696.2118537,,99916.523751
19001,71786.3532741,,85447.3714678
19002,45976.8853963,,111435.458464
19003,164541.80439,,432967.770852
19004,190654.06151,,578698.841313
19005,111659.154752,,114382.839065
19006,103971.61891,,96891.5012251
19007,110907.992055,,99775.064185
19008,168400.437127,,258344.84036
19009,14091.1928727,,196944.091003
19010,871247.255249,,2603799.71278
19011,164013.86202,,287034.456313
19012,692800.001405,,13417.3871231
19013,183749.262078,,349820.375068
19014,743577.346717,,1149437.05928
19015,71431.834417,,39226.7229089
19016,59689.9234173,,31485.9428808
19017,74386.7078172,,83707.6100411
19018,50578.6663387,,11439.9594708
19019,131012.613275,,75288.8136314
19020,133139.799931,,48584.5948332
19021,18743.8203024,,25797.1633434
19022,170159.580962,,42192.2472005
19023,207107.665838,,63843.9482657
19024,44697.2331722,,62802.8446089
19025,72975.9952917,,75336.4694379
19026,116248.513493,,93060.1188841
19027,78839.3218162,,97030.960495
19028,341585.113427,,773180.277302
19029,109889.678111,,182256.435664
19030,400682.655892,,914006.846059
19031,50786.1356458,,30385.7280397
19032,44860.6355613,,134648.099508
19033,2653184.84039,,2747517.68234
19034,196975.295806,,145644.416422
19035,2723019.29133,,2764894.23282
19036,996857.163887,,558914.738456
19037,2191811.24632,,960851.728702
19038,757537.551736,,359627.203209
19039,2043544.53544,,750991.875192
19040,153902.010694,,107393.263562
19041,70626.1562682,,91798.3520458
19042,748880.396403,,499682.818756
19043,72487.0772354,,10246.6887892
19044,813889.947283,,549930.336897
19045,12660.1042941,,29946.5125741
19046,51080.6856654,,36736.7604095
19047,1165399.10975,,832375.46805
19048,50782.0,1.0,50850.0
19049,898112.395921,,635450.773633
19050,205374.517302,,118096.445284
19051,272123.781908,,325883.005436
19052,205151.624759,,85160.5041731
19053,328071.736356,,131162.494528
19054,130834.645963,,104302.55621
19055,86136.2373757,,110467.910678
19056,122965.054019,,156773.330902
19057,93999.8293205,,101366.984815
19058,107655.321059,,182016.355229
19059,496319.518741,,280320.39305
19060,402382.715151,,191884.375563
19061,258200.371896,,519487.276872
19062,271906.889365,,339345.024424
19063,13712.5174694,,135414.819067
19064,28128.0501129,,1482.18465802
19065,1367379.93377,,973294.813746
19066,1257943.82531,,927634.975444
19067,50775.0,,1962.66952029
19068,227703.228607,,43149.908218
19069,138719.005173,,139698.091747
19070,292609.735536,,174492.524095
19071,106435.663259,,125797.902844
19072,572948.172956,,2624532.51586
19073,109425.190915,,41247.8998615
19074,175551.799676,,45787.1979517
19075,135777.505031,,78546.9660381
19076,49282.0082841,,84465.3563862
19077,179836.436296,,107233.621604
19078,239696.013949,,87202.641265
19079,88342.1496992,,85277.9203374
19080,96589.2989074,,60427.1124559
19081,140068.141651,,24883.0357206
19082,115414.617046,,51262.2932625
19083,83670.9518752,,13194.3771455
19084,31749.6651703,,19275.2412448
19085,104287.985008,,37363.0759324
19086,625304.462403,,640620.636113
19087,1734978.25981,,806934.741215
19088,920168.75387,,1542358.01217
19089,167020.632269,,173705.637201
19090,940031.301154,,3101241.17177
19091,1244920.04208,,3201446.66821
19092,3475324.92053,,541303.841016
19093,685022.367277,,253793.772955
19094,3778174.5441,,679333.217097
19095,3808195.95286,,485959.186142
19096,85887.5942,,6567.67024627
19097,43793.2492524,,24641.03563
19098,641503.570245,,193027.009207
19099,210881.604695,,220291.215408
19100,183768.141976,,5031.90334296
19101,35606.4941282,,17647.3434226
19102,206619.469896,,22289.8244614
19103,572021.590713,,51658.060619
19104,484378.510015,,43428.001135
19105,88425.2061381,,35550.8844412
19106,897991.668183,,119317.226627
19107,462915.055216,,125501.4275
19108,693052.183119,,357981.537197
19109,228069.853517,,38808.6926554
19110,268935.26932,,169620.102184
19111,207319.025326,,6002.86606348
19112,1834786.76032,,54260.6596447
19113,1694389.25226,,19233.8778425
19114,1175806.15429,,263546.362458
19115,584099.077614,,244210.250151
19116,5977557.11906,,7416338.71282
19117,628064.358451,,251151.037956
19118,625368.290622,,103526.896222
19119,1857305.69834,,75758.4495383
19120,26464.0706385,,9925.48289788
19121,317731.329683,,38216.0450666
19122,145352.623615,,48001.9711615
19123,52438.5329661,,6775.1412623
19124,64910.8890584,,182750.185378
19125,398171.756615,,64214.399506
19126,325587.687746,,263445.426108
19127,373337.86536,,254843.727805
19128,90551.4360883,,27040.1550938
19129,77030.0056431,,27285.5982556
19130,13527.4304452,,5149.90320669
19131,229485.769617,,64940.6029626
19132,27877.0622361,,44893.9725545
19133,14504.5358424,,22445.6938402
19134,42387.5980785,,26396.3711471
19135,810874.944155,,725495.21163
19136,110700.725291,,130920.818424
19137,742567.816943,,577877.446285
19138,393378.309715,,588347.076166
19139,103882.944759,,353967.737027
19140,234555.989617,,271268.462901
19141,50782.0,1.0,50850.0
19142,234567.989617,,186402.964209
19143,341118.410272,,388014.575045
19144,383308.380771,,297685.830855
19145,1245402.28015,,5506048.70256
19146,7229086.68238,,8146675.01263
19147,6957005.65092,,11008687.6679
19148,242312.160096,,52975.4990043
19149,2133280.45984,,2792534.73109
19150,230810.996631,,292632.367169
19151,30132.865095,,107849.420182
19152,13865.0919754,,72566.3633699
19153,13409.5791476,,21635.0957127
19154,29671.3522672,,32375.7747505
19155,141976.368224,,344768.746096
19156,72958.4803377,,40480.6707328
19157,98683.2401533,,235165.945344
19158,208459.974695,,507931.698796
19159,50781.0,,9097.34695496
19160,50775.0,,44300.2636171
19161,50782.0,1.0,50850.0
19162,50782.0,1.0,50850.0
19163,50782.0,1.0,50850.0
19164,50782.0,1.0,50850.0
19165,50782.0,1.0,50850.0
19166,50782.0,1.0,50850.0
19167,50782.0,1.0,50850.0
19168,50782.0,1.0,50850.0
19169,100535.696076,,161609.495358
19170,52199.0913383,,30402.158472
19171,171233.152639,,27310.0378669
19172,199587.450923,,80692.371113
19173,71540.0882917,,5577.56053062
19174,60033.066412,,68509.9365925
19175,4003344.84652,,620298.458492
19176,3894077.54706,,524664.913293
19177,885326.448122,,2353343.15298
19178,7522703.59233,,4354295.98763
19179,263323.816151,,555120.772565
19180,11842019.188,,20851240.1258
19181,6844148.98234,,4245489.51913
19182,133648.060375,,2810131.20279
19183,6811257.36299,,1185423.17057
19184,12105367.0041,,20900519.8995
19185,50782.0,1.0,50850.0
19186,12092039.4543,,21025172.5876
19187,201206.253904,,25645.6337572
19188,763054.19951,,14232.2041313
19189,229408.217577,,101798.983482
19190,100714.441026,,20430.0909535
19191,170137.710317,,61684.7585798
19192,118502.530472,,33706.3398953
19193,173376.201804,,77072.4502044
19194,57055.4858347,,19961.1677407
19195,44055.5028951,,56245.6415823
19196,35950.8669282,,6398.5700158
19197,60261.8863625,,27318.6247195
19198,32945.8779856,,17983.3130488
19199,190161.354336,,52860.8424056
19200,1594507.99975,,102082.326073
19201,1691065.76656,,523805.837613
19202,9971678.46201,,10680143.8732
19203,50013.860449,,1182.63210504
19204,548165.618493,,183913.830097
19205,455872.218849,,39300.6176286
19206,146195.326848,,124589.225369
19207,48281.2454746,,54738.8417211
19208,194063.67979,,28375.3331157
19209,452826.69303,,157185.108343
19210,799682.645497,,604576.196702
19211,50117.5347785,,2732.25138738
19212,457242.861053,,283551.822616
19213,282801.577491,,30908.815223
19214,221530.623615,,39653.5856476
19215,561288.543484,,358992.239678
19216,428564.587715,,202631.947157
19217,263201.570265,,328330.386281
19218,94227.860608,,73474.9035614
19219,38416.1735177,,72064.367605
19220,98408.4557332,,60083.6292745
19221,55983.062988,,30248.176013
19222,112788.538029,,91054.5010954
19223,38597.9742002,,1783.23732266
19224,575763.791725,,2903968.15842
19225,303676.760259,,60094.8169715
19226,90853.1143374,,56253.1459894
19227,208274.168187,,52100.4580156
19228,208616.15236,,13592.6644153
19229,1003012.50734,,851394.718135
19230,381449.566444,,209205.302595
19231,5331932.55581,,1634806.79439
19232,152011.207101,,129895.868501
19233,445927.93423,,511760.036205
19234,433311.311314,,611356.0869
19235,133406.774792,,63802.8729426
19236,120784.151875,,134584.578171
19237,118385.521328,,342779.18821
19238,239163.673203,,414422.165024
