,seg_index,art,outdoors and recreation,retail shop,professional service,food,nightlife spot,residence,schools&university,cycling facilities,transportation,total
2290,2392,0,0,0,0,0,0,1,0,0,0,1
2291,2393,0,0,0,0,0,0,1,0,0,2,3
2292,2394,0,1,0,0,0,0,1,0,0,1,3
2293,2395,0,1,0,0,0,0,1,0,0,0,2
2294,2396,0,0,0,0,0,0,0,0,5,0,5
2295,2397,0,0,0,0,0,0,0,0,3,0,3
2296,2398,0,0,0,0,0,0,0,0,3,0,3
2297,2399,0,0,1,1,2,0,0,0,5,0,9
2298,2400,0,0,8,3,4,0,0,0,5,1,21
2299,2401,0,0,0,0,0,0,0,0,3,0,3
2300,2402,0,0,0,0,0,0,0,0,3,0,3
2301,2403,0,0,0,0,0,0,0,0,3,0,3
2302,2404,0,3,0,0,0,0,0,0,4,0,7
2303,2405,0,2,0,1,0,1,2,2,4,4,16
2304,2406,0,2,6,0,1,1,0,1,2,4,17
2305,2407,0,1,1,0,1,2,0,0,5,2,12
2306,2408,0,0,0,2,0,0,1,0,6,1,10
2307,2409,0,2,0,3,2,0,1,0,24,3,35
2308,2410,0,3,1,7,4,1,0,0,21,4,41
2309,2411,0,2,0,2,4,0,0,0,19,5,32
2310,2412,1,3,3,26,11,2,0,0,8,6,60
2311,2413,0,0,3,12,10,0,0,0,4,7,36
2312,2414,0,4,11,11,22,1,0,0,5,4,58
2313,2415,0,5,4,14,9,2,0,4,8,4,50
2314,2416,0,2,5,8,8,2,0,4,6,2,37
2315,2417,2,13,5,5,5,1,1,18,11,6,67
2316,2418,0,7,5,9,8,0,3,8,12,8,60
2317,2419,0,2,0,2,0,0,0,2,6,1,13
2318,2420,1,1,0,0,0,0,1,0,3,1,7
2319,2421,3,1,0,0,0,3,1,0,1,1,10
2320,2422,0,4,4,0,0,0,0,2,2,1,13
2321,2423,0,3,5,0,0,0,0,2,4,1,15
2322,2424,0,0,2,0,0,0,0,0,1,5,8
2323,2425,0,1,2,0,0,0,0,0,1,1,5
2324,2426,0,3,0,0,0,0,1,8,6,3,21
2325,2427,0,2,0,0,0,1,1,2,6,4,16
2326,2428,0,3,7,1,3,1,0,1,4,10,30
2327,2429,2,3,6,0,5,0,0,0,1,3,20
2328,2430,0,1,0,1,0,0,1,0,1,0,4
2329,2431,0,0,0,1,0,0,1,0,1,0,3
2330,2432,0,7,0,0,0,0,1,0,0,2,10
2331,2433,0,1,0,0,0,0,1,0,0,1,3
2332,2434,0,1,0,0,0,0,1,0,0,1,3
2333,2435,0,1,0,0,0,0,1,0,0,1,3
2334,2436,1,5,0,6,0,0,0,0,20,2,34
2335,2437,1,1,2,9,14,7,0,0,2,4,40
2336,2439,0,1,0,0,0,0,0,0,4,0,5
2337,2440,0,0,0,0,0,0,0,0,4,0,4
2338,2441,0,0,0,0,0,0,0,0,5,0,5
2339,2442,0,1,0,0,0,0,0,0,1,0,2
2340,2443,0,0,0,0,0,0,0,1,0,1,2
2341,2444,0,0,0,0,0,0,0,3,0,5,8
2342,2445,0,0,0,0,0,0,0,5,0,3,8
2343,2446,0,0,0,0,0,0,0,2,0,0,2
2344,2447,0,1,0,0,0,0,1,0,0,1,3
2345,2449,0,1,0,0,0,0,0,1,0,0,2
2346,2450,0,0,0,0,0,0,0,0,3,1,4
2347,2451,0,0,0,0,0,0,0,0,3,1,4
2348,2452,0,0,0,0,0,0,1,0,7,0,8
2349,2453,0,0,0,0,0,0,1,0,13,0,14
2350,2454,0,0,0,0,0,0,0,0,3,0,3
2351,2455,0,0,0,0,0,0,0,0,3,0,3
2352,2456,0,2,2,2,0,0,3,1,5,7,22
2353,2457,0,5,1,3,1,1,0,1,5,11,28
2354,2458,0,0,0,0,0,0,0,1,6,0,7
2355,2459,0,4,0,0,0,0,0,0,4,0,8
2356,2460,0,3,0,0,0,0,0,0,4,0,7
2357,2461,0,5,0,0,0,0,0,0,4,0,9
2358,2462,0,2,0,0,0,0,0,0,2,0,4
2359,2463,0,0,0,0,0,0,0,0,3,0,3
2360,2464,0,0,0,0,0,0,0,0,3,0,3
2361,2465,0,0,0,0,0,0,0,0,2,0,2
2362,2466,0,6,0,0,0,0,0,0,1,1,8
2363,2467,0,1,0,0,0,0,0,0,0,0,1
2364,2468,0,1,1,1,0,1,1,0,0,1,6
2365,2469,0,0,5,1,0,1,0,0,1,2,10
2366,2470,0,0,0,0,0,1,0,0,1,2,4
2367,2471,0,1,0,0,0,0,0,0,1,0,2
2368,2472,0,1,0,0,0,0,0,0,4,1,6
2369,2473,0,4,0,0,0,0,0,0,2,0,6
2370,2474,0,4,0,0,0,0,0,0,2,0,6
2371,2475,0,1,0,0,0,0,0,0,0,0,1
2372,2476,0,3,0,1,0,0,0,0,2,0,6
2373,2477,0,2,0,0,0,0,0,0,1,0,3
2374,2478,0,2,0,0,0,0,0,0,1,0,3
2375,2479,0,2,0,0,0,0,0,0,1,0,3
2376,2480,0,1,0,0,0,0,0,0,2,0,3
2377,2481,0,3,0,0,0,0,0,0,10,0,13
2378,2482,0,3,0,1,0,0,0,0,9,0,13
2379,2483,0,1,0,0,0,0,0,0,0,0,1
2380,2484,0,0,1,0,0,0,0,0,7,0,8
2381,2485,0,3,0,0,0,0,0,0,3,0,6
2382,2486,0,2,1,0,0,0,0,0,3,0,6
2383,2487,0,0,0,0,0,0,0,0,3,0,3
2384,2488,0,0,5,0,0,2,0,0,3,0,10
2385,2489,0,0,6,0,0,1,0,0,3,2,12
2386,2490,0,0,0,1,0,0,0,0,5,3,9
2387,2491,0,0,0,0,0,0,0,0,2,0,2
2388,2492,0,2,0,0,0,0,0,0,4,0,6
2389,2493,0,0,0,0,0,1,0,0,3,0,4
2390,2494,0,0,0,0,0,0,3,1,6,1,11
2391,2495,0,0,0,0,0,0,2,1,6,0,9
2392,2496,0,1,0,0,0,0,1,0,3,0,5
2393,2497,0,1,0,0,0,0,1,0,2,0,4
2394,2498,0,1,0,0,0,0,1,0,2,0,4
2395,2499,0,1,0,0,0,0,1,0,3,0,5
2396,2500,0,1,0,0,0,0,1,0,3,0,5
2397,2501,1,2,2,19,17,2,1,2,29,5,80
2398,2502,0,0,3,5,10,0,0,0,24,6,48
2399,2503,0,0,4,17,5,4,0,0,16,1,47
2400,2504,2,2,0,20,4,0,0,1,11,3,43
2401,2505,3,1,1,22,7,0,0,5,4,2,45
2402,2506,0,3,12,10,7,1,0,3,6,4,46
2403,2507,0,2,28,13,7,0,0,0,7,3,60
2404,2508,0,2,5,14,15,2,0,0,4,0,42
2405,2509,0,1,7,10,22,2,0,0,5,2,49
2406,2510,0,2,4,16,8,0,0,0,6,2,38
2407,2511,1,5,4,7,9,0,7,0,9,2,44
2408,2512,1,1,0,2,4,2,1,2,11,2,26
2409,2513,0,0,5,6,1,4,2,1,8,3,30
2410,2514,0,4,7,4,1,1,1,0,8,4,30
2411,2515,0,3,4,0,9,4,0,1,3,3,27
2412,2516,0,5,1,0,1,0,0,0,3,0,10
2413,2517,0,0,0,0,0,0,0,0,1,2,3
2414,2518,0,1,1,1,0,0,0,0,1,0,4
2415,2519,0,3,0,0,0,0,0,0,10,1,14
2416,2520,0,1,0,0,0,0,0,0,0,0,1
2417,2521,0,2,2,1,4,1,0,0,3,4,17
2418,2522,0,2,0,0,0,0,0,0,2,1,5
2419,2523,0,0,0,0,0,0,1,0,2,0,3
2420,2524,0,3,0,0,0,0,0,0,18,1,22
2421,2525,0,3,0,0,0,0,0,0,13,0,16
2422,2526,0,3,0,0,0,0,0,0,14,0,17
2423,2527,0,2,0,0,0,0,0,0,14,3,19
2424,2528,0,3,0,1,0,0,0,0,15,3,22
2425,2529,0,3,0,1,0,0,0,0,13,0,17
2426,2530,0,3,0,1,0,0,0,0,15,1,20
2427,2531,0,3,0,0,0,0,0,1,17,2,23
2428,2532,0,0,0,1,0,0,0,0,4,2,7
2429,2533,0,0,0,1,0,0,0,0,3,2,6
2430,2534,0,0,0,0,0,0,0,0,4,0,4
2431,2535,0,1,0,0,0,0,0,0,3,0,4
2432,2536,0,2,0,0,0,0,0,0,3,0,5
2433,2537,0,1,0,0,0,0,0,0,3,0,4
2434,2538,0,1,0,0,0,0,0,0,4,0,5
2435,2539,0,3,0,1,0,0,0,0,7,0,11
2436,2540,0,3,2,1,0,0,0,0,9,0,15
2437,2541,0,2,3,1,0,0,0,0,7,1,14
2438,2542,0,3,0,0,0,0,0,0,4,0,7
2439,2543,0,4,0,0,0,0,1,0,3,0,8
2440,2544,0,3,0,0,0,0,1,0,3,0,7
2441,2545,0,2,0,0,0,0,1,0,3,0,6
2442,2546,0,2,0,0,0,0,1,0,2,0,5
2443,2547,0,1,0,0,0,0,1,0,2,0,4
2444,2548,0,1,1,0,0,0,1,0,3,0,6
2445,2549,0,0,0,0,0,0,1,0,4,0,5
2446,2550,0,0,1,0,0,0,1,0,12,1,15
2447,2551,0,1,8,6,6,0,1,0,17,5,44
2448,2552,0,1,12,4,6,0,0,0,16,4,43
2449,2553,0,0,3,3,0,0,0,0,11,4,21
2450,2554,0,0,1,0,0,0,0,0,4,1,6
2451,2555,0,0,0,0,0,0,0,0,5,3,8
2452,2556,0,0,0,0,0,0,0,0,5,0,5
2453,2557,0,0,0,0,0,0,0,0,4,0,4
2454,2558,0,0,0,0,0,0,1,1,3,1,6
2455,2559,0,1,0,1,0,0,2,1,3,0,8
2456,2560,0,0,0,0,0,0,1,0,4,0,5
2457,2561,0,0,0,0,0,0,1,0,3,0,4
2458,2562,0,0,0,0,0,1,3,0,3,1,8
2459,2563,0,0,0,0,0,0,0,0,3,0,3
2460,2564,0,0,0,0,0,0,0,1,3,0,4
2461,2565,0,1,0,0,0,0,0,0,1,1,3
2462,2566,0,2,0,0,0,0,0,0,1,1,4
2463,2567,0,1,1,0,1,0,0,0,0,0,3
2464,2568,0,4,0,0,0,0,0,2,2,0,8
2465,2569,0,2,0,0,0,0,0,1,1,4,8
2466,2570,0,6,0,0,0,0,0,0,0,0,6
2467,2571,0,5,0,0,0,0,0,0,1,0,6
2468,2572,0,4,0,0,0,0,0,0,1,0,5
2469,2573,0,4,0,0,0,0,0,0,1,0,5
2470,2574,0,1,0,0,0,0,0,0,1,0,2
2471,2575,0,1,0,0,0,0,0,0,0,0,1
2472,2576,0,1,0,0,0,0,0,0,0,0,1
2473,2577,0,10,0,0,0,0,0,0,2,0,12
2474,2578,0,1,0,0,0,0,0,0,3,0,4
2475,2579,0,1,0,0,0,0,0,1,0,0,2
2476,2580,1,5,5,3,1,0,0,0,2,3,20
2477,2581,0,4,0,2,0,0,0,0,2,1,9
2478,2582,0,1,0,0,0,0,0,0,2,0,3
2479,2583,0,0,0,1,0,0,0,0,2,0,3
2480,2584,0,1,0,0,0,0,0,0,0,0,1
2481,2585,1,0,0,0,0,0,0,0,2,0,3
2482,2586,0,0,0,0,0,0,0,0,2,0,2
2483,2587,0,2,0,0,0,0,0,0,0,0,2
2484,2588,0,2,2,1,0,0,1,0,6,4,16
2485,2589,0,1,4,1,4,0,0,0,6,7,23
2486,2590,0,0,1,0,0,1,0,0,2,2,6
2487,2591,0,0,0,0,0,0,0,0,1,1,2
2488,2592,0,0,0,0,0,0,0,0,4,0,4
2489,2593,0,2,0,0,0,0,0,0,5,0,7
2490,2594,0,2,0,0,0,0,0,0,2,0,4
2491,2595,0,1,0,0,0,0,1,0,1,0,3
2492,2596,0,0,0,0,0,0,1,0,2,0,3
2493,2597,0,0,0,0,0,0,0,0,2,0,2
2494,2598,0,0,2,0,0,0,0,0,2,0,4
2495,2599,0,0,0,0,0,0,0,1,2,0,3
2496,2600,0,0,0,0,0,0,0,0,3,0,3
2497,2601,0,0,0,0,0,0,0,0,3,0,3
2498,2602,0,0,0,0,0,0,0,0,3,0,3
2499,2603,0,0,0,0,0,0,0,0,3,0,3
2500,2604,0,2,0,0,0,0,0,0,4,0,6
2501,2605,0,1,2,1,5,1,0,0,4,2,16
2502,2606,0,2,0,0,0,0,0,2,4,0,8
2503,2607,0,3,0,0,0,0,0,0,5,1,9
2504,2608,0,6,0,0,0,0,0,0,3,0,9
2505,2609,0,4,0,0,0,0,0,0,0,0,4
2506,2610,0,14,0,0,0,0,0,0,7,0,21
2507,2611,0,0,0,0,0,0,0,0,4,0,4
2508,2612,0,1,3,1,0,1,1,0,3,2,12
2509,2613,0,0,0,0,0,0,0,0,4,0,4
2510,2614,0,0,0,0,0,0,0,0,3,0,3
2511,2615,0,0,0,0,0,0,0,0,3,0,3
2512,2616,0,0,0,1,0,0,0,0,0,0,1
2513,2617,0,2,0,0,0,0,0,0,0,0,2
2514,2618,0,2,0,0,0,0,0,0,1,1,4
2515,2619,0,1,0,0,0,0,0,0,0,1,2
2516,2620,0,2,0,0,0,0,1,0,0,0,3
2517,2621,0,2,1,0,1,0,1,0,5,0,10
2518,2622,2,1,1,0,1,0,3,0,6,0,14
2519,2623,1,1,0,3,0,0,1,0,1,2,9
2520,2624,0,1,0,2,2,0,5,0,2,3,15
2521,2625,0,4,0,0,0,0,0,0,0,0,4
2522,2626,0,2,0,0,0,0,0,0,0,0,2
2523,2627,0,1,0,0,0,0,0,0,0,0,1
2524,2628,0,1,0,0,0,0,0,0,0,0,1
2525,2629,0,1,0,0,0,0,0,0,0,1,2
2526,2630,0,1,0,0,0,0,0,0,0,0,1
2527,2631,0,0,0,0,0,0,1,0,1,3,5
2528,2633,0,1,8,3,3,0,1,2,2,3,23
2529,2634,0,0,6,4,4,0,0,1,1,2,18
2530,2635,0,1,2,4,7,0,1,2,17,10,44
2531,2636,0,2,0,0,1,0,1,0,19,4,27
2532,2637,0,3,0,1,1,0,0,0,24,1,30
2533,2638,0,2,0,2,1,0,0,0,14,0,19
2534,2639,0,1,3,0,2,1,2,0,13,0,22
2535,2640,0,1,0,0,1,1,0,0,20,0,23
2536,2641,0,1,2,3,3,0,2,0,22,4,37
2537,2642,0,1,3,1,9,0,0,0,29,1,44
2538,2643,2,3,7,8,28,1,0,0,36,7,92
2539,2644,1,4,1,10,12,0,0,0,30,6,64
2540,2645,0,2,0,6,8,0,0,0,25,5,46
2541,2646,0,7,4,7,3,0,3,1,22,5,52
2542,2647,0,3,6,8,2,2,2,0,23,3,49
2543,2648,0,1,2,9,4,2,0,0,18,5,41
2544,2649,1,2,2,20,6,0,0,0,14,2,47
2545,2650,0,3,2,1,0,0,1,0,4,2,13
2546,2651,0,2,3,2,0,0,0,0,4,0,11
2547,2652,0,3,1,1,0,0,0,0,8,0,13
2548,2653,0,2,0,0,1,2,0,0,6,2,13
2549,2654,0,2,3,0,3,0,0,0,1,2,11
2550,2655,0,1,7,0,3,0,0,0,1,2,14
2551,2656,0,1,4,1,3,0,0,1,0,1,11
2552,2657,1,0,0,1,3,0,0,1,4,0,10
2553,2658,1,1,0,0,0,0,0,0,5,0,7
2554,2659,2,1,0,4,2,1,0,0,3,4,17
2555,2660,1,0,0,0,2,0,1,0,0,1,5
2556,2661,0,0,1,0,3,0,1,0,0,0,5
2557,2662,0,0,1,1,4,1,0,0,0,0,7
2558,2663,0,1,1,1,6,0,0,0,0,1,10
2559,2664,0,1,0,1,2,1,0,0,0,1,6
2560,2665,0,2,6,3,3,3,0,1,3,4,25
2561,2666,0,3,14,0,10,3,2,0,4,10,46
2562,2667,1,0,10,1,5,6,1,0,4,4,32
2563,2668,0,3,0,0,0,0,0,0,4,1,8
2564,2669,0,1,0,0,0,0,0,0,6,0,7
2565,2670,0,2,0,0,0,0,0,0,3,0,5
2566,2671,0,1,1,3,1,0,0,1,6,2,15
2567,2672,0,0,0,0,0,0,1,0,3,1,5
2568,2673,0,0,0,0,0,0,1,0,5,2,8
2569,2674,0,1,0,0,0,0,1,0,8,2,12
2570,2675,0,1,0,0,1,0,0,0,6,4,12
2571,2676,0,3,10,1,13,4,2,0,16,3,52
2572,2677,0,1,6,1,2,2,0,0,14,4,30
2573,2678,0,4,0,2,3,0,0,0,9,6,24
2574,2679,2,3,1,7,3,1,0,0,30,7,54
2575,2680,0,4,1,6,1,0,0,0,4,0,16
2576,2681,1,1,1,7,1,1,0,0,13,4,29
2577,2682,1,3,0,16,6,2,1,0,19,4,52
2578,2683,0,4,0,9,2,1,0,0,26,8,50
2579,2684,0,4,1,18,3,2,0,0,27,20,75
2580,2685,0,4,5,19,9,4,0,0,26,19,86
2581,2686,0,0,0,0,0,0,2,0,1,4,7
2582,2688,0,2,0,0,0,0,0,0,0,0,2
2583,2689,0,5,0,0,0,0,2,0,1,2,10
2584,2690,0,6,0,0,0,0,0,0,0,0,6
2585,2691,0,1,0,0,0,0,0,0,4,0,5
2586,2692,0,0,0,0,0,0,0,0,3,0,3
2587,2693,0,0,0,0,0,0,0,0,2,0,2
2588,2694,1,2,0,4,5,0,0,1,5,1,19
2589,2695,0,2,0,2,1,0,0,0,6,1,12
2590,2696,0,1,0,0,0,0,0,0,4,2,7
2591,2697,0,1,0,2,2,0,0,1,14,1,21
2592,2698,0,0,0,1,0,0,0,0,11,0,12
2593,2699,0,0,1,2,2,0,0,0,25,1,31
2594,2700,0,3,1,0,7,0,0,0,23,2,36
2595,2701,2,3,0,6,1,0,0,2,31,1,46
2596,2702,1,6,0,16,6,0,0,4,25,7,65
2597,2703,0,2,4,7,11,1,1,0,14,5,45
2598,2704,0,4,0,1,6,1,0,2,21,3,38
2599,2705,0,9,0,2,1,0,0,0,24,2,38
2600,2706,1,7,1,3,1,1,0,0,18,2,34
2601,2707,2,1,0,7,2,0,0,0,16,3,31
2602,2708,1,4,0,7,5,0,0,1,13,5,36
2603,2709,0,2,1,5,2,0,0,0,19,4,33
2604,2710,0,2,0,6,0,0,0,0,11,2,21
2605,2711,0,4,0,9,1,0,0,5,6,4,29
2606,2712,0,4,0,10,2,0,0,11,9,2,38
2607,2713,3,8,1,7,11,0,1,23,10,1,65
2608,2714,0,8,0,1,3,0,1,9,4,3,29
2609,2715,0,5,0,2,1,0,2,4,2,1,17
2610,2716,0,2,1,0,0,0,1,1,2,1,8
2611,2717,1,2,0,0,0,0,1,0,2,0,6
2612,2718,1,0,4,2,1,3,2,0,6,2,21
2613,2719,0,1,1,0,2,4,4,1,5,2,20
2614,2720,1,1,0,0,1,4,1,1,3,1,13
2615,2721,1,1,0,0,1,0,2,2,5,2,14
2616,2722,0,2,0,0,1,0,1,2,9,1,16
2617,2723,0,4,1,1,2,1,1,1,7,1,19
2618,2724,0,4,1,0,0,1,0,0,2,0,8
2619,2725,0,2,1,0,0,1,0,0,21,0,25
2620,2726,0,2,3,2,4,0,0,5,24,7,47
2621,2727,0,4,3,0,4,0,1,0,17,7,36
2622,2728,0,6,0,0,0,0,6,0,8,4,24
2623,2729,0,2,1,0,0,0,3,0,5,0,11
2624,2730,0,2,1,0,0,1,3,0,4,1,12
2625,2731,0,2,3,1,0,1,4,0,2,0,13
2626,2732,1,2,7,1,9,2,4,0,3,1,30
2627,2733,0,3,2,5,5,0,0,0,36,4,55
2628,2734,0,6,3,12,8,4,0,0,29,7,69
2629,2735,0,1,4,25,9,3,0,0,17,8,67
2630,2736,0,2,2,4,3,0,0,0,11,3,25
2631,2737,0,3,4,27,5,2,0,1,10,6,58
2632,2738,0,2,4,23,3,1,0,0,8,8,49
2633,2739,0,1,2,21,1,2,0,0,6,5,38
2634,2740,0,2,4,29,6,2,0,1,8,5,57
2635,2741,0,8,6,29,6,3,3,7,30,7,99
2636,2742,0,10,1,0,0,2,0,0,9,0,22
2637,2743,0,14,1,1,0,0,0,0,12,1,29
2638,2744,0,12,0,0,1,0,0,0,6,3,22
2639,2745,0,4,0,3,5,0,0,0,4,3,19
2640,2746,0,3,0,2,4,0,0,0,2,1,12
2641,2747,0,8,0,2,4,2,0,0,6,3,25
2642,2748,0,0,2,0,1,0,0,0,15,2,20
2643,2749,0,0,1,0,1,0,0,0,21,2,25
2644,2750,0,0,1,0,0,0,0,0,14,3,18
2645,2751,0,0,0,0,0,0,0,0,4,0,4
2646,2752,4,1,2,5,2,3,0,0,28,4,49
2647,2753,6,2,1,4,2,1,0,0,28,2,46
2648,2754,5,8,0,18,2,1,0,0,15,2,51
2649,2755,2,4,2,9,0,1,0,1,11,3,33
2650,2756,1,1,3,9,23,1,0,1,17,4,60
2651,2757,0,1,7,10,25,1,0,0,19,5,68
2652,2758,0,5,4,29,8,2,0,4,26,8,86
2653,2759,0,2,5,12,5,0,0,1,26,7,58
2654,2760,0,0,5,10,12,2,0,2,9,2,42
2655,2761,0,0,1,6,4,0,0,1,15,7,34
2656,2762,0,2,3,2,1,0,0,3,7,3,21
2657,2763,1,3,0,1,2,2,0,8,2,1,20
2658,2764,1,7,0,7,3,2,0,21,15,0,56
2659,2765,1,5,1,4,4,0,2,14,7,4,42
2660,2766,0,8,1,0,7,3,2,7,3,3,34
2661,2767,0,5,0,0,0,0,0,1,6,0,12
2662,2768,0,0,0,0,0,0,0,0,5,0,5
2663,2769,0,0,0,0,0,0,0,0,4,1,5
2664,2770,0,1,0,0,0,1,0,0,0,0,2
2665,2771,0,6,5,1,2,0,0,0,2,6,22
2666,2772,0,0,0,0,0,0,0,0,4,0,4
2667,2773,0,1,0,0,0,0,0,0,3,0,4
2668,2774,0,3,0,0,0,0,0,1,3,0,7
2669,2775,0,3,0,0,0,0,0,0,6,2,11
2670,2776,0,1,0,1,0,0,0,0,5,0,7
2671,2777,0,0,0,0,0,0,0,0,3,0,3
2672,2778,0,0,0,1,0,0,0,1,2,1,5
2673,2779,0,1,0,1,0,0,0,1,4,1,8
2674,2780,0,1,0,0,0,0,0,0,3,0,4
2675,2781,0,1,3,3,1,0,0,0,4,0,12
2676,2782,0,0,1,3,1,0,0,0,2,1,8
2677,2783,0,4,0,0,0,0,0,0,4,3,11
2678,2784,0,0,0,0,0,0,0,0,3,3,6
2679,2785,0,0,0,0,0,0,0,0,1,0,1
2680,2786,0,0,2,1,10,1,2,0,4,1,21
2681,2787,0,3,6,7,2,0,4,0,4,0,26
2682,2788,0,1,1,0,0,0,3,0,4,1,10
2683,2789,0,1,2,4,0,0,4,0,5,1,17
2684,2790,0,0,4,2,6,3,4,0,5,3,27
2685,2791,0,0,0,1,1,4,2,0,5,1,14
2686,2792,0,1,0,4,0,1,1,0,2,0,9
2687,2793,0,2,0,1,0,0,1,0,2,0,6
2688,2794,1,1,0,1,1,0,1,0,4,0,9
2689,2795,0,2,0,3,0,0,1,0,7,0,13
2690,2796,0,8,1,1,1,2,1,1,4,0,19
2691,2797,0,3,0,0,0,0,0,0,2,0,5
2692,2798,0,1,0,0,0,0,0,0,2,0,3
2693,2799,0,0,0,0,0,0,0,0,1,0,1
2694,2800,0,0,0,0,0,0,0,0,2,0,2
2695,2801,0,0,0,0,0,0,0,0,4,0,4
2696,2802,0,0,0,0,0,0,0,1,3,0,4
2697,2803,0,0,0,0,0,0,0,1,12,1,14
2698,2804,0,0,0,0,0,0,0,0,13,0,13
2699,2805,0,1,0,0,0,0,0,0,3,0,4
2700,2806,0,3,0,0,0,0,0,0,9,0,12
2701,2807,0,4,0,0,0,0,0,0,13,0,17
2702,2808,0,11,0,0,0,0,1,0,11,1,24
2703,2809,0,2,0,1,0,0,0,0,0,0,3
2704,2810,0,2,0,0,0,0,0,0,0,0,2
2705,2811,0,3,2,1,2,1,4,0,8,3,24
2706,2812,2,4,3,1,1,2,3,1,8,2,27
2707,2813,0,3,3,0,0,3,2,0,5,1,17
2708,2814,0,1,1,4,1,7,4,0,2,0,20
2709,2815,0,0,0,0,0,0,0,0,3,0,3
2710,2816,0,2,0,0,0,0,0,0,3,0,5
2711,2817,1,0,0,0,0,0,0,0,2,0,3
2712,2818,0,0,0,0,0,0,0,0,1,0,1
2713,2819,0,0,0,0,0,0,0,0,2,0,2
2714,2820,0,0,0,0,0,0,0,0,2,0,2
2715,2821,0,0,0,0,0,0,0,0,2,0,2
2716,2822,0,1,0,0,0,0,0,0,2,0,3
2717,2823,0,1,0,0,0,0,0,0,2,0,3
2718,2824,0,1,0,0,0,0,0,0,4,1,6
2719,2825,0,0,0,0,0,0,0,0,3,2,5
2720,2826,0,0,0,0,0,0,0,0,1,0,1
2721,2827,0,0,0,0,0,0,0,0,1,0,1
2722,2828,0,2,0,0,0,0,0,0,3,0,5
2723,2829,0,2,0,0,0,0,0,0,2,0,4
2724,2830,0,1,1,3,0,0,0,0,2,4,11
2725,2831,0,0,1,2,0,0,0,0,4,2,9
2726,2832,2,1,0,3,0,1,1,0,2,1,11
2727,2833,0,1,0,0,0,0,0,0,3,0,4
2728,2834,0,7,0,0,0,0,0,0,3,0,10
2729,2835,0,1,1,1,0,0,1,0,5,0,9
2730,2836,0,1,0,1,0,0,1,0,5,0,8
2731,2837,0,0,0,0,0,0,1,0,2,0,3
2732,2838,0,0,0,0,0,0,1,0,2,0,3
2733,2839,0,0,0,0,0,1,1,0,3,1,6
2734,2840,1,0,1,4,0,0,3,0,5,5,19
2735,2841,0,0,1,5,0,0,1,0,16,6,29
2736,2842,0,0,0,0,0,0,1,0,13,0,14
2737,2843,0,0,0,0,0,0,1,0,2,1,4
2738,2844,0,0,0,0,0,0,1,0,0,1,2
2739,2845,0,1,4,2,1,1,0,1,6,2,18
2740,2846,0,0,0,0,0,0,0,0,2,0,2
2741,2849,0,0,0,0,0,0,0,0,3,0,3
2742,2850,0,0,0,0,0,0,0,0,3,1,4
2743,2851,0,0,0,0,0,0,0,1,5,2,8
2744,2852,0,1,0,0,0,0,0,0,0,0,1
2745,2853,0,4,0,3,0,0,0,0,3,1,11
2746,2854,0,5,0,2,0,0,0,0,1,1,9
2747,2855,0,4,0,0,0,0,0,1,4,0,9
2748,2856,0,3,0,0,0,0,0,1,0,1,5
2749,2857,0,3,0,0,0,0,0,2,1,0,6
2750,2858,0,3,0,0,0,0,0,1,3,0,7
2751,2859,0,2,0,0,0,0,0,0,1,0,3
2752,2860,0,1,0,0,0,0,1,0,2,6,10
2753,2861,0,8,1,4,1,9,6,0,3,1,33
2754,2862,0,5,0,0,0,0,2,0,5,0,12
2755,2863,0,2,0,0,0,0,3,0,4,0,9
2756,2864,0,1,0,0,0,0,1,0,1,1,4
2757,2865,0,4,0,2,0,0,1,0,0,2,9
2758,2866,0,0,0,3,0,0,0,0,0,0,3
2759,2867,0,0,0,1,0,0,0,0,0,1,2
2760,2868,0,0,0,0,0,0,0,0,0,1,1
2761,2870,0,1,0,0,0,0,0,0,4,0,5
2762,2871,0,0,0,0,0,0,0,0,4,0,4
2763,2872,0,0,0,0,0,0,0,0,4,0,4
2764,2873,0,0,0,0,0,0,2,0,5,0,7
2765,2874,0,0,0,0,0,0,1,0,5,1,7
2766,2875,0,0,0,0,0,0,1,0,3,0,4
2767,2876,0,1,0,0,0,0,0,0,1,1,3
2768,2877,0,0,0,0,0,0,0,0,6,5,11
2769,2878,0,2,0,0,0,0,0,1,4,4,11
2770,2879,0,0,0,0,0,0,0,1,0,0,1
2771,2880,0,2,0,0,0,0,0,0,0,0,2
2772,2881,1,2,0,0,0,1,0,1,3,2,10
2773,2882,1,2,0,0,0,0,0,0,4,1,8
2774,2883,1,1,0,0,0,0,0,0,2,0,4
2775,2884,0,1,0,0,0,0,0,0,3,0,4
2776,2885,0,0,0,0,0,0,0,0,6,0,6
2777,2886,0,1,0,0,0,0,0,0,4,0,5
2778,2887,0,1,0,0,0,0,0,0,2,0,3
2779,2888,0,2,0,2,0,0,0,0,3,1,8
2780,2889,0,1,0,0,0,0,0,0,3,0,4
2781,2890,0,2,0,0,0,0,0,0,2,0,4
2782,2891,0,4,0,0,0,0,0,0,2,1,7
2783,2892,0,2,0,0,0,0,0,0,3,1,6
2784,2893,0,0,6,2,3,1,1,0,6,3,22
2785,2894,0,0,5,1,2,0,1,0,10,5,24
2786,2895,0,0,2,0,1,1,0,5,8,4,21
2787,2896,0,0,0,1,0,0,1,3,10,10,25
