,seg_index,art,outdoors and recreation,retail shop,professional service,food,nightlife spot,residence,schools&university,cycling facilities,transportation,total
5660,5850,0,3,0,0,1,0,0,0,16,1,21
5661,5851,0,1,0,0,0,0,1,0,4,0,6
5662,5852,0,0,0,0,0,0,1,0,3,1,5
5663,5853,0,2,0,1,1,1,0,1,4,2,12
5664,5854,0,0,0,0,1,1,0,1,3,1,7
5665,5855,0,2,0,0,0,0,0,1,9,3,15
5666,5856,0,3,0,0,0,0,0,0,9,1,13
5667,5857,0,3,0,0,0,1,0,0,3,1,8
5668,5858,0,1,0,0,0,1,0,0,12,2,16
5669,5859,1,2,1,2,0,0,0,0,14,0,20
5670,5860,1,2,0,1,0,0,0,0,7,0,11
5671,5861,0,1,0,0,0,0,0,0,3,1,5
5672,5862,0,1,0,0,0,0,0,0,3,4,8
5673,5863,0,1,1,0,0,0,0,0,2,1,5
5674,5864,0,1,1,0,0,0,1,0,2,0,5
5675,5865,1,1,0,0,0,0,2,0,5,2,11
5676,5867,0,1,0,0,0,0,0,0,0,0,1
5677,5868,0,1,0,0,0,0,0,0,0,0,1
5678,5869,0,1,0,0,0,0,0,1,1,0,3
5679,5870,0,4,0,0,0,0,0,0,1,0,5
5680,5871,0,0,1,1,0,0,0,0,1,1,4
5681,5872,0,0,3,1,0,0,0,0,0,1,5
5682,5873,0,1,1,0,0,0,0,0,0,0,2
5683,5876,0,0,0,0,0,0,0,1,0,0,1
5684,5877,0,0,0,0,0,0,0,1,1,0,2
5685,5878,0,2,0,0,0,0,0,1,1,0,4
5686,5879,0,2,0,0,0,0,0,0,1,0,3
5687,5880,0,1,0,0,0,0,0,0,1,0,2
5688,5882,0,0,0,0,0,0,1,0,0,0,1
5689,5883,0,0,0,0,0,0,1,0,0,0,1
5690,5884,0,0,1,0,0,0,0,0,3,1,5
5691,5887,0,2,0,0,0,0,0,0,2,3,7
5692,5888,0,1,0,0,0,0,0,0,0,0,1
5693,5890,0,0,0,0,0,0,0,0,0,2,2
5694,5891,0,0,0,0,0,0,0,0,0,7,7
5695,5892,0,1,0,0,0,0,0,0,0,4,5
5696,5893,0,1,0,1,0,0,0,0,0,0,2
5697,5894,0,2,0,0,0,0,1,0,0,0,3
5698,5895,0,0,0,0,0,0,0,0,0,1,1
5699,5896,0,0,0,0,0,0,1,0,0,4,5
5700,5897,0,1,0,0,0,0,0,0,0,0,1
5701,5898,0,2,0,0,0,0,0,0,1,0,3
5702,5899,0,2,0,0,0,0,0,0,3,0,5
5703,5900,0,3,0,0,0,0,0,0,1,0,4
5704,5901,0,1,0,0,0,0,0,0,3,0,4
5705,5902,0,1,0,0,0,0,0,0,0,1,2
5706,5904,0,0,1,0,0,0,0,0,0,0,1
5707,5905,0,0,0,0,0,0,0,0,3,0,3
5708,5906,0,0,0,0,1,0,1,0,0,2,4
5709,5908,0,0,0,0,0,0,0,0,0,1,1
5710,5909,0,0,0,0,0,0,0,0,3,0,3
5711,5910,0,0,0,0,0,0,0,0,3,1,4
5712,5911,0,0,0,0,0,0,0,0,8,3,11
5713,5912,0,4,0,1,0,0,0,0,0,2,7
5714,5913,0,2,0,0,0,0,0,0,0,0,2
5715,5914,0,2,2,0,0,0,0,0,4,2,10
5716,5915,0,4,0,0,0,0,0,0,0,0,4
5717,5917,0,1,0,0,0,0,0,0,2,0,3
5718,5918,0,0,0,0,0,0,0,0,0,1,1
5719,5919,0,0,0,0,0,0,0,0,0,4,4
5720,5920,0,0,0,0,0,0,0,0,0,3,3
5721,5923,0,12,0,0,0,0,1,0,6,5,24
5722,5924,0,2,0,0,0,0,0,0,1,0,3
5723,5925,0,1,0,0,0,0,0,0,0,1,2
5724,5926,0,0,2,0,0,0,0,1,0,3,6
5725,5928,0,0,1,0,0,0,0,0,0,0,1
5726,5929,0,4,0,0,0,0,0,0,0,0,4
5727,5930,0,0,0,0,0,0,0,0,0,4,4
5728,5932,0,0,0,0,0,0,2,0,0,2,4
5729,5933,0,0,0,0,0,0,1,0,0,0,1
5730,5934,0,5,0,0,0,0,0,0,1,0,6
5731,5935,0,7,0,0,0,0,0,0,0,0,7
5732,5936,0,2,0,0,0,0,0,0,0,0,2
5733,5937,0,0,0,0,0,0,2,0,1,2,5
5734,5938,0,0,0,0,0,0,1,0,0,4,5
5735,5939,0,0,0,0,0,0,1,0,0,4,5
5736,5940,0,0,0,0,0,0,1,0,0,0,1
5737,5941,0,2,0,0,0,0,0,0,3,0,5
5738,5942,0,1,0,0,0,0,0,0,3,1,5
5739,5943,0,0,0,0,0,0,0,0,3,1,4
5740,5944,0,0,0,0,0,0,0,0,3,2,5
5741,5945,0,5,0,1,0,0,0,1,4,2,13
5742,5947,0,0,0,0,0,0,0,0,1,0,1
5743,5948,0,0,0,0,0,0,0,0,0,2,2
5744,5949,0,0,0,0,0,0,0,0,0,0,0
5745,5951,0,0,0,0,0,0,0,0,0,0,0
5746,5952,0,0,0,0,1,0,1,0,0,1,3
5747,5953,0,0,0,0,1,0,2,0,0,0,3
5748,5954,0,0,0,0,0,0,1,0,0,1,2
5749,5955,1,0,0,0,0,0,1,0,0,0,2
5750,5956,0,1,0,0,0,0,0,0,0,1,2
5751,5957,0,0,0,0,0,0,0,0,2,1,3
5752,5958,0,1,0,0,0,0,0,0,3,2,6
5753,5959,0,1,1,1,0,0,0,2,5,1,11
5754,5960,0,0,0,0,0,0,0,0,6,0,6
5755,5961,0,1,1,0,0,0,0,0,3,0,5
5756,5962,0,0,1,0,0,0,0,0,0,0,1
5757,5963,0,2,3,1,0,0,0,0,3,3,12
5758,5964,0,3,0,0,0,0,0,0,3,0,6
5759,5965,0,4,0,0,0,0,0,0,6,0,10
5760,5966,0,2,0,0,0,0,0,3,5,2,12
5761,5967,0,3,0,0,0,0,0,2,1,3,9
5762,5968,0,5,0,0,0,0,0,0,4,0,9
5763,5969,0,0,0,0,0,0,0,0,0,4,4
5764,5970,0,1,0,1,0,0,0,0,2,4,8
5765,5971,0,3,0,1,0,0,0,0,2,1,7
5766,5972,0,4,0,0,0,0,0,0,3,0,7
5767,5973,0,2,0,0,0,0,0,0,1,0,3
5768,5974,0,2,0,0,0,0,0,0,0,0,2
5769,5975,0,2,0,0,0,0,0,0,0,0,2
5770,5976,0,2,1,0,0,0,0,0,1,0,4
5771,5977,0,3,0,0,0,0,0,0,1,0,4
5772,5978,0,3,0,0,0,0,0,0,1,0,4
5773,5979,0,1,0,0,0,0,0,0,0,1,2
5774,5980,0,2,0,0,0,0,0,0,0,0,2
5775,5981,0,2,0,0,0,0,0,0,1,0,3
5776,5982,0,1,0,0,0,0,1,0,3,0,5
5777,5983,0,1,0,0,0,0,0,0,2,0,3
5778,5984,0,2,0,4,0,0,0,0,8,2,16
5779,5985,1,1,0,1,0,0,0,0,8,1,12
5780,5986,0,1,0,0,0,0,0,0,4,0,5
5781,5987,0,5,0,0,0,0,2,0,4,1,12
5782,5988,1,3,0,3,0,0,0,0,6,0,13
5783,5989,0,1,0,0,0,0,0,0,6,1,8
5784,5990,0,2,0,0,0,0,2,0,6,1,11
5785,5991,0,2,0,0,0,0,0,1,5,0,8
5786,5992,0,1,0,0,0,0,0,1,3,0,5
5787,5993,0,2,0,0,2,0,0,0,1,0,5
5788,5994,0,0,1,0,1,0,2,0,2,0,6
5789,5995,0,0,1,0,1,0,0,0,1,0,3
5790,5996,1,0,0,0,0,0,0,0,0,1,2
5791,5997,0,7,0,0,0,0,0,0,3,1,11
5792,5999,0,0,0,0,0,0,3,0,2,1,6
5793,6000,0,0,0,0,2,0,0,0,3,10,15
5794,6001,0,0,0,3,1,0,0,0,0,8,12
5795,6002,0,0,0,0,0,0,1,0,0,5,6
5796,6003,0,0,4,0,5,1,1,1,0,9,21
5797,6004,0,0,2,0,1,0,0,0,0,7,10
5798,6005,0,0,0,2,0,0,0,0,0,8,10
5799,6006,0,0,1,2,0,1,1,0,1,5,11
5800,6007,0,0,1,1,0,1,1,0,2,4,10
5801,6008,0,0,0,1,2,0,1,2,3,4,13
5802,6009,0,2,0,0,3,0,1,1,1,3,11
5803,6010,0,2,0,0,2,0,0,1,0,4,9
5804,6011,0,1,1,1,0,0,0,0,2,6,11
5805,6012,0,0,1,0,0,0,0,0,0,1,2
5806,6013,0,0,2,2,1,0,0,0,2,3,10
5807,6014,0,0,4,2,1,0,0,0,2,4,13
5808,6015,0,3,1,0,0,0,0,0,2,1,7
5809,6016,0,3,0,0,0,0,0,0,0,1,4
5810,6017,0,1,0,0,0,0,0,0,0,0,1
5811,6018,0,3,0,0,0,0,0,0,1,0,4
5812,6019,0,3,0,0,0,0,0,0,1,0,4
5813,6020,0,2,0,0,0,0,0,0,4,0,6
5814,6021,0,0,0,0,0,0,0,0,3,0,3
5815,6022,0,0,0,0,0,0,0,0,3,0,3
5816,6023,0,0,0,0,0,0,0,0,3,0,3
5817,6024,0,0,0,0,0,0,0,0,4,0,4
5818,6025,0,4,0,0,0,0,0,1,5,1,11
5819,6026,0,2,0,0,0,0,0,1,2,4,9
5820,6027,0,0,0,1,0,0,0,0,0,0,1
5821,6028,0,0,0,0,0,0,1,0,0,3,4
5822,6029,0,4,0,0,0,0,0,0,2,0,6
5823,6030,0,5,0,0,0,0,0,0,4,0,9
5824,6031,0,0,0,0,0,0,0,0,4,1,5
5825,6032,0,0,0,0,0,0,0,0,3,0,3
5826,6033,0,0,0,0,0,0,0,0,3,0,3
5827,6034,0,0,0,0,0,0,0,0,3,0,3
5828,6035,0,2,0,0,0,0,0,0,5,0,7
5829,6036,0,0,0,0,0,0,0,0,3,0,3
5830,6037,0,0,0,0,0,0,0,1,3,0,4
5831,6038,0,2,1,0,0,0,0,0,0,4,7
5832,6039,0,2,2,1,0,0,0,0,1,3,9
5833,6040,0,0,1,0,0,0,0,0,1,4,6
5834,6041,0,0,0,0,0,0,0,0,0,2,2
5835,6042,0,0,0,0,0,0,0,1,0,1,2
5836,6043,0,2,0,0,0,0,0,1,2,3,8
5837,6044,0,2,0,0,0,0,0,1,2,1,6
5838,6046,0,1,0,0,0,0,0,0,0,0,1
5839,6047,0,2,0,0,0,0,0,0,0,0,2
5840,6048,0,0,0,0,0,0,0,0,4,1,5
5841,6049,1,0,0,0,1,0,2,0,4,0,8
5842,6050,0,0,0,1,0,2,0,0,0,8,11
5843,6051,0,0,0,0,0,1,0,0,3,1,5
5844,6052,0,0,2,1,0,0,0,0,4,1,8
5845,6053,0,0,0,0,0,0,0,0,3,0,3
5846,6054,0,0,0,0,0,0,1,0,3,0,4
5847,6055,0,0,0,0,0,1,0,0,1,0,2
5848,6056,0,0,1,0,0,0,0,0,2,2,5
5849,6057,0,0,1,0,0,0,0,0,2,3,6
5850,6058,0,1,0,0,0,0,0,0,0,3,4
5851,6059,0,2,0,0,0,0,0,0,0,2,4
5852,6060,0,1,0,0,0,0,0,0,0,0,1
5853,6063,0,2,0,0,0,0,0,0,0,3,5
5854,6064,0,0,0,0,0,0,0,0,0,1,1
5855,6065,0,16,0,0,0,0,0,0,10,6,32
5856,6066,0,7,0,1,0,0,0,0,9,10,27
5857,6067,0,3,0,0,0,0,0,0,7,6,16
5858,6068,0,2,0,0,0,0,0,0,10,8,20
5859,6069,0,0,7,0,1,0,0,0,9,5,22
5860,6070,0,2,2,1,0,0,0,1,5,2,13
5861,6071,0,4,0,0,0,0,0,0,7,0,11
5862,6072,0,3,0,2,0,0,0,0,6,3,14
5863,6073,0,3,1,1,0,0,0,0,2,4,11
5864,6074,0,4,1,0,0,0,0,0,1,3,9
5865,6075,0,1,1,0,0,0,0,0,1,3,6
5866,6076,0,0,1,0,1,0,0,0,1,5,8
5867,6077,0,0,1,1,1,0,0,0,2,4,9
5868,6078,0,1,2,1,1,0,0,0,2,0,7
5869,6079,0,0,0,0,0,0,1,0,0,3,4
5870,6080,0,0,0,0,0,0,1,0,0,8,9
5871,6081,0,1,0,0,0,0,1,0,0,1,3
5872,6082,0,6,0,0,0,0,0,0,0,0,6
5873,6083,0,9,0,0,0,0,0,0,1,1,11
5874,6084,0,1,0,0,0,0,0,0,0,0,1
5875,6085,0,0,0,0,0,0,0,0,0,0,0
5876,6087,0,0,0,0,0,0,0,0,1,0,1
5877,6088,0,2,0,0,0,0,1,0,0,4,7
5878,6089,0,2,0,2,0,0,0,1,5,1,11
5879,6090,0,0,0,1,0,0,0,0,3,0,4
5880,6091,0,0,0,0,0,0,0,0,0,1,1
5881,6092,0,0,0,0,0,0,0,0,1,0,1
5882,6093,0,0,0,0,0,0,0,0,1,0,1
5883,6094,0,0,0,0,0,0,1,0,0,0,1
5884,6095,0,0,0,0,0,0,1,0,0,1,2
5885,6096,0,4,0,0,0,0,0,0,1,0,5
5886,6097,0,4,0,0,0,0,0,0,1,0,5
5887,6098,0,1,0,0,0,0,0,0,0,0,1
5888,6099,0,0,3,0,0,1,0,0,1,3,8
5889,6100,0,1,0,0,0,1,0,0,1,2,5
5890,6101,0,1,0,0,0,0,0,0,0,2,3
5891,6102,0,3,0,0,1,0,0,0,2,1,7
5892,6103,0,2,0,0,0,0,0,0,2,0,4
5893,6104,0,0,0,0,0,0,0,0,7,1,8
5894,6105,0,0,0,0,0,0,0,1,4,0,5
5895,6106,0,0,0,0,0,0,0,2,3,0,5
5896,6107,0,0,0,0,0,0,0,1,4,1,6
5897,6108,0,0,0,0,1,0,0,1,1,5,8
5898,6110,0,0,0,0,0,0,0,1,0,0,1
5899,6111,0,1,0,0,0,0,0,0,0,0,1
5900,6114,0,0,0,0,0,0,0,0,3,0,3
5901,6115,0,0,0,0,0,0,0,0,3,2,5
5902,6116,0,1,1,0,0,1,0,0,3,1,7
5903,6117,0,1,0,0,0,0,0,0,3,0,4
5904,6119,0,1,0,0,0,0,0,0,1,0,2
5905,6120,0,0,0,0,0,0,0,0,1,0,1
5906,6121,0,0,0,0,0,0,0,0,1,0,1
5907,6122,0,2,2,0,1,0,0,0,1,1,7
5908,6123,0,0,0,0,0,0,0,0,1,0,1
5909,6124,0,0,0,0,0,0,0,0,0,7,7
5910,6125,0,1,0,0,0,0,0,0,4,1,6
5911,6127,0,1,2,0,0,0,0,0,5,3,11
5912,6129,0,2,0,0,0,0,0,0,0,0,2
5913,6130,0,0,0,0,0,0,1,0,0,3,4
5914,6131,0,0,0,1,0,0,0,0,5,9,15
5915,6132,0,1,4,1,0,0,0,0,4,4,14
5916,6133,0,0,3,0,0,0,0,0,3,5,11
5917,6134,0,2,0,1,2,2,0,0,2,4,13
5918,6135,0,3,2,2,2,3,0,0,2,0,14
5919,6136,0,3,3,1,1,2,0,0,2,2,14
5920,6137,0,0,1,0,0,0,0,0,2,3,6
5921,6138,0,0,1,1,0,1,0,0,1,3,7
5922,6139,0,0,0,2,0,1,0,0,1,1,5
5923,6140,0,0,2,2,1,1,0,0,2,1,9
5924,6141,0,3,2,1,3,0,0,0,2,4,15
5925,6142,0,0,1,0,0,0,0,0,0,5,6
5926,6143,0,0,0,0,0,0,0,0,1,4,5
5927,6144,0,0,0,0,0,0,0,0,1,4,5
5928,6145,0,0,2,2,0,0,0,1,3,7,15
5929,6146,0,5,2,2,4,0,0,0,4,12,29
5930,6148,0,1,0,0,0,0,0,0,0,1,2
5931,6149,0,2,0,0,0,0,0,0,0,1,3
5932,6150,0,2,0,0,0,0,0,0,0,0,2
5933,6151,0,1,0,0,0,0,0,0,0,0,1
5934,6152,0,1,0,0,0,0,0,0,1,0,2
5935,6153,0,2,0,0,0,0,0,0,2,0,4
5936,6154,0,7,0,1,0,0,0,0,31,3,42
5937,6155,0,5,0,1,0,0,0,0,26,6,38
5938,6156,0,3,2,2,2,1,0,0,19,5,34
5939,6157,0,2,5,2,4,5,0,1,12,1,32
5940,6158,0,1,0,3,2,2,0,2,9,1,20
5941,6159,0,2,1,5,3,0,0,1,14,1,27
5942,6160,0,0,0,0,1,0,0,0,9,0,10
5943,6161,0,0,0,1,0,0,0,0,4,0,5
5944,6162,0,1,0,1,0,0,0,0,9,0,11
5945,6163,0,1,0,1,0,0,0,0,13,0,15
5946,6164,0,2,4,4,1,0,0,0,14,2,27
5947,6166,0,1,0,0,0,0,0,2,0,1,4
5948,6167,0,0,0,0,0,0,0,0,0,1,1
5949,6168,0,0,0,0,0,0,1,0,3,0,4
5950,6169,0,1,0,0,0,0,1,0,3,0,5
5951,6170,0,0,0,0,0,0,0,0,0,1,1
5952,6171,0,2,0,0,0,0,0,1,0,4,7
5953,6172,0,1,1,0,0,0,0,0,7,1,10
5954,6173,0,0,1,0,0,0,0,0,1,2,4
5955,6175,0,4,0,0,0,0,0,0,0,0,4
5956,6176,0,2,0,0,0,0,0,0,2,2,6
5957,6177,0,0,0,0,0,0,0,0,0,4,4
5958,6178,0,0,0,0,0,0,0,0,0,1,1
5959,6180,0,1,0,0,0,0,0,0,0,1,2
5960,6181,0,3,1,0,0,0,0,0,0,2,6
5961,6182,0,0,0,0,0,0,0,2,0,2,4
5962,6183,0,0,1,0,0,0,0,0,0,0,1
5963,6184,0,0,1,0,0,0,0,0,0,0,1
5964,6186,0,0,0,0,0,0,0,0,1,0,1
5965,6187,0,1,0,0,0,0,0,0,1,0,2
5966,6188,0,2,0,0,0,0,0,2,0,0,4
5967,6189,0,2,0,0,0,0,0,0,7,0,9
5968,6190,0,1,0,0,0,0,0,0,6,0,7
5969,6191,0,1,0,0,0,0,0,0,4,0,5
5970,6192,0,1,0,0,0,0,0,0,5,0,6
5971,6193,0,2,0,0,0,0,0,1,10,3,16
5972,6194,0,8,0,0,0,0,0,0,6,8,22
5973,6195,0,2,0,1,0,0,1,0,5,1,10
5974,6196,0,2,0,3,0,0,0,0,1,4,10
5975,6197,0,0,2,1,0,0,0,0,1,5,9
5976,6198,0,0,1,0,2,0,0,0,1,4,8
5977,6199,0,1,0,0,0,0,0,0,0,2,3
5978,6200,0,1,1,0,0,0,0,0,0,4,6
5979,6201,0,1,1,0,0,0,0,0,0,6,8
5980,6202,0,1,1,0,0,0,0,0,0,1,3
5981,6203,0,1,0,0,0,0,0,0,0,1,2
5982,6204,0,3,2,0,0,0,0,0,1,3,9
5983,6205,0,1,1,0,0,0,1,0,1,2,6
5984,6206,0,1,0,0,0,0,1,0,0,0,2
5985,6207,0,0,0,0,0,1,1,0,0,5,7
5986,6208,0,1,0,0,0,0,1,0,0,4,6
5987,6209,0,1,0,0,0,0,2,0,1,1,5
5988,6210,0,0,1,2,2,0,2,0,1,5,13
5989,6211,0,1,0,0,1,0,1,0,0,1,4
5990,6212,0,2,0,0,0,0,1,0,1,1,5
5991,6213,0,2,0,0,0,0,0,0,1,0,3
5992,6214,2,3,0,5,0,0,2,0,20,0,32
5993,6215,0,3,0,1,1,0,0,0,9,0,14
5994,6216,0,0,0,0,0,1,1,0,1,0,3
5995,6217,0,0,0,1,0,0,2,0,1,0,4
5996,6218,0,0,0,1,0,0,3,0,1,1,6
5997,6219,0,0,1,0,0,0,0,0,2,0,3
5998,6220,0,2,0,1,0,0,0,0,3,1,7
5999,6221,0,2,0,2,0,0,0,0,2,1,7
6000,6222,0,1,0,0,0,0,0,0,1,0,2
6001,6223,0,1,0,0,0,0,0,0,1,0,2
6002,6224,0,0,0,0,0,0,0,0,2,0,2
6003,6225,0,0,0,0,0,1,2,0,1,0,4
6004,6226,0,2,0,0,1,0,0,1,0,0,4
6005,6227,0,2,0,0,1,0,0,0,0,0,3
6006,6228,0,0,0,0,0,0,0,0,2,0,2
6007,6229,0,2,1,0,1,0,0,0,6,0,10
6008,6230,0,1,0,0,1,0,0,0,5,0,7
6009,6231,0,2,0,0,0,0,0,0,0,2,4
6010,6233,0,0,0,0,0,0,0,0,0,1,1
6011,6235,0,0,0,0,0,0,0,0,1,1,2
6012,6239,0,0,0,1,0,0,0,0,0,0,1
6013,6242,0,1,0,0,0,0,0,0,0,0,1
6014,6243,0,0,0,2,0,0,0,0,0,0,2
6015,6245,0,0,0,0,0,0,0,0,0,1,1
6016,6247,0,1,0,1,0,0,0,0,4,0,6
6017,6248,0,3,0,0,0,0,0,0,6,0,9
6018,6249,0,2,0,0,0,0,0,0,6,0,8
6019,6250,0,2,0,0,0,0,0,0,4,1,7
6020,6251,0,3,0,0,0,0,0,0,4,1,8
6021,6252,0,5,0,0,0,0,0,0,7,0,12
6022,6253,0,3,0,0,0,0,1,0,3,2,9
6023,6254,0,1,0,0,0,0,1,0,3,0,5
6024,6255,0,3,0,0,0,0,0,0,2,0,5
6025,6256,0,2,1,0,0,0,0,0,1,3,7
6026,6258,0,0,0,0,0,0,1,0,0,5,6
6027,6259,0,1,0,0,0,0,0,0,3,0,4
6028,6260,0,1,0,0,0,0,0,0,5,0,6
6029,6261,0,0,0,0,0,0,0,0,3,0,3
6030,6262,0,1,0,0,0,0,0,0,3,0,4
6031,6264,0,0,2,1,0,0,0,0,2,2,7
6032,6265,0,0,1,0,0,0,0,0,1,2,4
6033,6267,0,4,0,0,0,0,0,0,2,0,6
6034,6268,0,4,0,0,0,0,0,0,1,3,8
6035,6269,0,0,0,0,0,0,0,0,0,2,2
6036,6270,0,0,0,0,0,0,0,0,0,1,1
6037,6275,0,1,0,0,0,0,0,0,0,0,1
6038,6276,0,1,0,0,0,0,0,0,0,0,1
6039,6278,0,1,1,0,0,1,0,0,1,0,4
6040,6281,0,2,0,0,0,0,0,0,0,0,2
6041,6282,0,1,0,0,0,0,0,0,0,1,2
6042,6283,0,1,0,0,0,0,0,0,0,2,3
6043,6284,0,1,0,0,0,0,0,0,1,0,2
6044,6285,0,0,0,0,0,0,0,1,2,0,3
6045,6286,0,0,0,0,0,0,0,1,1,0,2
6046,6287,0,1,0,0,0,0,0,0,0,1,2
6047,6289,0,1,0,0,0,0,0,0,0,0,1
6048,6290,0,10,0,0,0,0,0,0,0,1,11
6049,6291,0,2,0,1,0,0,0,0,1,0,4
6050,6293,0,2,0,0,0,0,0,0,0,0,2
6051,6294,0,0,1,0,0,0,0,0,0,1,2
6052,6296,0,0,0,0,0,0,0,0,0,1,1
6053,6297,0,1,0,0,0,0,0,0,0,1,2
6054,6298,0,0,0,0,0,0,1,1,0,3,5
6055,6299,0,0,0,0,0,0,0,0,0,1,1
6056,6301,0,0,0,0,0,0,0,0,1,1,2
6057,6302,0,0,0,0,0,0,0,0,1,1,2
6058,6303,0,0,0,1,0,0,0,0,0,0,1
6059,6304,0,1,0,0,0,0,0,2,0,0,3
6060,6305,0,1,0,0,0,0,0,1,0,0,2
6061,6306,0,1,0,0,0,0,0,1,1,4,7
6062,6307,0,0,0,0,0,0,0,0,0,1,1
6063,6308,0,0,0,0,0,0,0,1,0,0,1
6064,6309,0,4,0,0,0,0,0,1,0,1,6
6065,6310,0,4,0,0,0,0,0,0,0,1,5
6066,6311,0,8,0,0,0,0,0,0,0,2,10
6067,6312,0,4,0,0,0,0,0,0,0,1,5
6068,6313,0,0,0,0,0,0,0,0,3,0,3
6069,6314,0,0,0,0,0,0,0,0,3,0,3
6070,6315,0,0,0,0,0,0,0,0,2,0,2
6071,6317,0,1,0,0,0,0,0,0,0,0,1
6072,6318,0,1,0,0,0,0,0,0,1,0,2
6073,6319,0,0,0,0,0,0,0,0,1,0,1
6074,6321,0,0,0,0,0,0,0,1,0,0,1
6075,6322,0,0,0,0,0,0,0,1,0,0,1
6076,6323,0,0,0,1,0,0,0,1,0,0,2
6077,6324,0,0,0,0,0,0,0,1,0,0,1
6078,6326,0,0,0,0,0,0,0,0,1,0,1
6079,6328,0,0,0,0,0,0,0,0,0,1,1
6080,6329,0,0,0,0,0,0,0,0,1,1,2
6081,6330,0,1,0,0,0,0,0,0,13,1,15
6082,6331,0,1,0,1,0,0,0,0,13,1,16
6083,6332,0,1,0,1,0,0,0,0,13,1,16
6084,6333,0,2,0,0,0,0,0,0,14,4,20
6085,6334,0,1,0,0,0,0,0,0,13,3,17
6086,6335,0,1,0,0,0,0,0,0,24,4,29
6087,6336,0,0,0,3,1,0,0,0,3,1,8
6088,6337,0,5,0,0,0,0,0,0,0,1,6
6089,6338,0,2,0,3,0,0,0,0,28,0,33
6090,6339,0,1,0,13,2,0,0,0,27,3,46
6091,6340,2,3,0,9,2,0,0,0,20,4,40
6092,6342,0,2,0,0,0,0,0,0,0,0,2
6093,6343,0,2,0,0,0,0,0,0,0,0,2
6094,6344,0,0,0,0,0,0,0,1,0,0,1
6095,6345,0,0,0,1,0,0,0,0,2,2,5
6096,6346,0,0,0,1,0,0,0,0,0,1,2
6097,6348,0,0,0,1,0,0,0,0,0,0,1
6098,6349,0,0,0,1,0,0,0,0,0,0,1
6099,6350,0,1,0,1,0,0,0,1,0,0,3
6100,6351,0,1,0,1,0,0,0,0,0,0,2
6101,6352,0,1,0,0,0,0,0,1,0,0,2
6102,6353,0,1,0,1,0,0,0,0,0,3,5
6103,6354,0,0,0,0,0,0,0,0,0,1,1
6104,6355,0,0,0,0,0,1,0,0,2,2,5
6105,6356,0,1,0,0,0,0,0,0,0,1,2
6106,6357,0,1,0,0,0,0,0,0,0,0,1
6107,6358,0,1,0,0,0,0,0,0,0,0,1
6108,6359,0,0,0,0,0,0,0,0,1,0,1
6109,6360,0,0,0,0,0,0,0,0,1,0,1
6110,6361,0,0,0,0,0,0,0,0,1,0,1
6111,6362,0,0,0,0,0,0,0,0,1,0,1
6112,6363,0,1,0,0,0,0,0,0,0,0,1
6113,6364,0,0,0,0,0,0,0,0,1,0,1
6114,6365,0,0,0,0,0,0,0,0,1,0,1
6115,6366,0,1,0,0,0,0,0,0,0,0,1
6116,6368,0,0,0,0,1,0,0,0,0,0,1
6117,6370,0,1,0,0,0,0,0,0,0,0,1
6118,6371,0,3,0,0,0,0,0,0,0,0,3
6119,6372,0,3,0,0,0,0,0,0,1,0,4
6120,6373,0,0,0,0,0,0,0,0,1,0,1
6121,6375,0,0,0,0,0,0,0,0,0,1,1
6122,6376,0,0,2,0,1,0,0,0,3,4,10
6123,6377,0,0,6,0,0,0,0,0,3,6,15
6124,6378,0,0,2,1,2,0,0,0,1,5,11
6125,6379,0,0,0,0,0,0,1,0,1,1,3
6126,6380,0,2,0,0,0,0,1,0,0,0,3
6127,6381,0,1,0,0,0,0,0,0,2,0,3
6128,6382,0,1,1,1,2,0,0,0,0,1,6
6129,6383,0,2,1,0,0,0,0,0,0,2,5
6130,6384,0,0,0,0,0,0,0,0,0,1,1
6131,6389,0,1,0,0,0,0,0,0,0,0,1
6132,6390,0,2,0,0,0,0,0,0,4,2,8
6133,6391,0,1,0,0,0,0,0,1,5,1,8
6134,6392,0,2,0,0,0,0,0,1,1,1,5
6135,6393,0,1,0,0,0,0,0,0,0,0,1
6136,6395,0,0,2,0,0,1,1,0,1,3,8
6137,6396,0,0,1,1,0,1,3,0,2,3,11
6138,6397,0,0,0,1,0,0,4,0,2,0,7
6139,6398,0,0,0,0,0,0,4,0,2,0,6
6140,6399,0,1,0,0,0,0,2,0,1,1,5
6141,6400,0,0,0,0,0,0,1,0,0,1,2
6142,6401,0,2,0,0,0,0,1,0,1,0,4
6143,6402,0,0,0,0,0,0,0,0,0,1,1
6144,6403,0,2,0,0,0,0,0,0,1,0,3
6145,6404,0,0,0,0,0,0,0,1,1,0,2
6146,6405,0,0,0,0,0,0,0,2,0,1,3
6147,6406,0,1,0,0,0,0,0,2,0,0,3
6148,6407,0,3,0,1,0,0,0,2,0,0,6
6149,6408,0,3,0,0,0,0,0,0,1,1,5
6150,6409,0,2,0,0,0,0,0,0,0,0,2
6151,6411,0,2,0,0,0,0,0,0,0,0,2
6152,6412,0,1,0,0,0,0,0,0,0,0,1
6153,6413,0,1,0,0,0,0,0,0,2,0,3
6154,6414,0,1,0,0,0,0,0,0,1,2,4
6155,6415,0,0,0,0,0,0,0,1,0,0,1
6156,6416,0,0,0,0,0,0,0,1,0,0,1
6157,6417,0,1,0,0,0,0,0,0,4,1,6
