index_seg,ugr
1004,2.0
10595,4.0
11288,4.0
11289,4.0
11484,3.3333333333333335
11485,3.0
12047,2.0
12064,3.0
12065,3.0000000000000004
12261,4.0
12263,4.0
12264,4.0
12565,1.0
12566,1.0
12567,1.0
128,4.0
12898,5.0
12942,1.0
136,3.4999999999999996
137,3.5
181,3.0
182,3.0000000000000004
2652,1.5000000000000002
2656,2.9999999999999996
2657,3.0
2658,3.0
2671,5.0
2672,5.0
3149,3.0000000000000004
3150,3.0000000000000004
331,3.0
332,3.0
3383,3.0000000000000004
3387,3.0
3388,3.666666666666667
3945,4.0
3946,3.0
3947,4.0
4012,2.0
4014,2.0
4271,3.0
4385,4.0
4418,4.0
4432,4.0
4481,4.0
4569,5.0
4789,4.0
4812,3.0
4874,2.0
4998,3.0000000000000004
513,3.0000000000000004
5207,5.0
5208,5.0
5210,4.0
5285,4.0
5286,4.0
5367,2.5
5673,4.0
5749,4.0
5750,4.0
581,4.222222222222222
582,5.0
5821,2.0
583,4.0
6000,2.333333333333333
613,4.0
6216,2.0
6217,2.0
6333,4.0
648,4.0
651,2.9999999999999996
652,4.0
658,3.0000000000000004
659,2.0
672,2.0
673,2.0
675,3.0000000000000004
676,3.0
677,3.0
6941,3.0000000000000004
6942,3.0
6945,2.0
7010,4.0
726,1.0
7316,4.0
7317,4.0
7594,2.0
7646,2.0
7647,3.0
7878,3.0
7879,4.0
7880,3.454545454545454
7881,2.5
7883,3.0000000000000004
8346,3.0000000000000004
8347,3.0
8953,3.0
9299,2.0
9306,1.0
9603,2.0
975,2.0
9750,4.0
9751,3.0
9768,3.0
9859,2.9999999999999996
9860,3.7272727272727266
9861,4.5
9873,3.0000000000000004
9874,3.0
9875,3.0
9882,1.0
