index_seg,ugr
10394,3.0000000000000004
10403,3.0
10448,3.0000000000000004
10595,4.0
11287,4.0
11288,4.0
11289,4.0
11484,4.0
12047,1.0
12261,4.0
12263,4.0
12264,4.0
127,4.0
12849,3.0000000000000004
12898,5.0
136,4.0
137,4.0
140,4.0
1531,4.0
1532,4.0
1533,3.4999999999999996
180,3.0
181,3.75
182,4.0
183,3.0000000000000004
253,2.0
2650,2.0
2656,2.9999999999999996
2657,3.0
2658,3.0
2674,3.0000000000000004
2675,3.0
269,4.0
2733,1.0
3149,3.0000000000000004
3387,3.6249999999999996
3388,4.0
3946,2.0
3947,4.0
4012,1.5
4271,2.0
4418,4.0
4480,4.0
4481,2.545454545454545
4569,3.0
4570,1.0
4812,3.0
4872,3.0
513,4.0
5203,3.0000000000000004
5207,4.0
5208,4.0
5285,4.0
5286,4.714285714285714
5367,3.0000000000000004
5457,4.0
5616,3.0000000000000004
5617,3.0000000000000004
5673,2.0
5757,3.0
581,4.0
5821,2.0
6000,3.0
617,3.0000000000000004
6332,2.9999999999999996
6340,3.0000000000000004
652,4.0
658,2.0
675,3.0000000000000004
676,3.0
677,3.0
681,1.0
6941,3.0000000000000004
6942,3.0
6945,2.0
7010,4.0
7313,3.0000000000000004
7320,5.0
7321,5.0
7322,5.0
737,3.0
7726,3.0000000000000004
7727,3.0000000000000004
776,4.0
777,4.0
7774,3.777777777777778
7775,3.0
7879,3.0
7880,3.0
809,3.0000000000000004
8226,4.0
8258,4.0
8348,4.0
893,1.0
8953,2.0
9297,1.0
9298,1.0
9299,2.0
9300,2.0
9603,1.0
97,3.0
970,2.0
971,2.0
972,2.0
975,2.5
9750,4.0
9857,3.0
9859,2.5
9860,2.5
9861,4.0
9881,2.0
9882,2.0
